protocol,IP,ID,Time,F_Pck,B_Pck,B_Hash_IP,B_Hash_port,F_TCP_S,B_TCP_S,Label22
17,203.178.139.216,177725747,41.643418,40,40,7,2,0,0,0
17,163.169.190.172,1053639993,41.929904,58,22,6,7,0,0,0
17,203.178.135.1,1022695485,42.055582,78,2,3,16,0,0,0
17,133.227.49.188,277469996,42.181297,80,0,2,16,0,0,0
17,92.240.95.163,694525875,42.196912,0,80,3,1,0,0,0
17,75.112.26.171,862022670,42.211859,2,78,3,1,0,0,0
17,163.169.230.228,9464944,42.217983,3,77,1,1,0,0,0
17,203.178.132.69,234610700,42.270333,66,14,4,16,0,0,0
17,203.178.138.38,427366212,42.487148,38,42,5,5,0,0,0
17,133.227.95.225,231274569,42.493467,80,0,11,2,0,0,0
17,75.112.26.171,862022670,42.975825,2,78,3,1,0,0,0
17,92.240.95.163,694525875,43.044952,1,79,3,1,0,0,0
17,203.178.135.1,1022695485,43.200816,75,5,3,16,0,0,0
17,45.62.18.26,411332775,411.241934,80,0,15,1,0,0,4
17,203.178.132.69,234610700,43.398673,70,10,3,16,0,0,0
17,133.227.49.188,277469996,43.421704,80,0,2,16,0,0,0
17,75.112.26.171,862022670,43.724319,0,80,3,1,0,0,0
17,163.169.110.44,1055440099,43.726366,48,32,1,1,0,0,0
17,31.207.94.61,778183027,43.726366,32,48,1,1,0,0,0
17,92.240.95.163,694525875,43.854472,3,77,3,1,0,0,0
17,198.227.133.23,538416244,43.896563,71,9,8,13,0,0,0
17,163.169.110.202,100757220,44.099858,5,75,1,1,0,0,0
17,183.188.49.206,1068444505,44.252103,42,38,2,1,0,0,0
17,203.178.135.1,1022695485,44.292838,78,2,2,16,0,0,0
17,133.227.49.188,277469996,44.495557,80,0,2,16,0,0,0
17,203.178.132.69,234610700,44.524861,76,4,4,16,0,0,0
17,75.112.26.171,862022670,44.524861,0,80,3,1,0,0,0
17,92.240.95.163,694525875,44.610298,3,77,3,1,0,0,0
17,183.188.49.212,612657171,44.944477,45,35,2,1,0,0,0
17,92.240.95.163,694525875,45.394678,2,78,3,1,0,0,0
17,131.127.134.82,270877790,45.417523,80,0,8,15,0,0,0
17,75.112.26.171,862022670,45.498785,1,79,3,1,0,0,0
17,133.227.10.14,34803836,45.499179,80,0,2,2,0,0,0
17,203.178.135.1,1022695485,45.637026,76,4,3,16,0,0,0
17,133.227.49.188,277469996,45.715609,80,0,3,16,0,0,0
17,203.178.132.69,234610700,45.723879,77,3,4,16,0,0,0
17,198.227.133.23,538416244,45.819652,65,15,8,13,0,0,0
17,183.188.49.222,267575748,46.026296,45,35,2,1,0,0,0
17,203.178.135.84,302481377,46.062337,38,42,1,16,0,0,0
17,92.240.95.163,694525875,46.18897,2,78,3,1,0,0,0
17,163.169.190.172,1053639993,46.219494,57,23,11,10,0,0,0
17,75.112.26.171,862022670,46.244435,1,79,3,1,0,0,0
17,183.188.49.249,113680526,46.602345,43,37,2,1,0,0,0
17,203.178.135.1,1022695485,46.745186,76,4,3,16,0,0,0
17,203.178.132.69,234610700,46.836336,72,8,5,16,0,0,0
17,75.112.26.171,862022670,47.036114,2,78,3,1,0,0,0
17,92.240.95.163,694525875,47.081539,1,79,3,1,0,0,0
17,133.227.49.188,277469996,47.13694,80,0,2,15,0,0,0
17,75.112.26.171,862022670,47.831489,3,77,3,1,0,0,0
17,92.240.95.163,694525875,47.877021,1,79,3,1,0,0,0
17,203.178.132.69,234610700,47.895018,73,7,3,16,0,0,0
17,198.227.133.23,538416244,47.901972,69,11,8,13,0,0,0
17,203.178.135.1,1022695485,47.93,76,4,3,16,0,0,0
17,163.169.110.2,741841886,48.276127,3,77,1,1,0,0,0
17,45.62.18.26,411332775,414.195325,80,0,15,1,0,0,4
17,133.227.49.188,277469996,48.420957,80,0,2,16,0,0,0
17,45.62.18.26,411332775,415.300302,80,0,15,1,0,0,4
17,45.62.18.26,411332775,419.067736,80,0,15,1,0,0,4
17,36.19.208.214,233173339,48.445554,36,44,2,1,0,0,0
17,51.175.15.147,395213201,48.648251,39,41,2,1,0,0,0
17,75.112.26.171,862022670,48.770946,0,80,3,1,0,0,0
17,92.240.95.163,694525875,48.771085,0,80,3,1,0,0,0
17,163.169.110.44,1055440099,48.933781,50,30,1,1,0,0,0
17,31.207.94.61,778183027,48.933781,30,50,1,1,0,0,0
17,163.169.190.45,295437155,49.096023,2,78,1,1,0,0,0
17,203.178.132.69,234610700,49.145101,74,6,5,16,0,0,0
17,203.178.135.1,1022695485,49.214656,78,2,4,16,0,0,0
17,92.240.95.163,694525875,49.510719,2,78,3,1,0,0,0
17,133.227.49.188,277469996,49.567705,80,0,2,16,0,0,0
17,75.112.26.171,862022670,49.590114,0,80,3,1,0,0,0
17,2403:7DE8:7F:F840:4EE3:F001:C203:1C15,695272538,49.802766,0,80,2,1,0,0,0
17,45.62.18.26,411332775,420.391827,80,0,15,1,0,0,4
17,2001:3342:FF8F:7B0:2E1C:FF9F:C0F0:FCAF,284988038,49.889192,80,0,12,15,0,0,0
17,198.227.133.23,538416244,50.076125,73,7,8,13,0,0,0
17,45.62.18.26,411332775,420.924421,80,0,15,1,0,0,4
17,203.178.132.69,234610700,50.223114,75,5,4,16,0,0,0
17,92.240.95.163,694525875,50.274393,0,80,3,1,0,0,0
17,163.169.111.55,741733623,50.389419,6,74,1,1,0,0,0
17,75.112.26.171,862022670,50.401925,0,80,3,1,0,0,0
17,203.178.135.1,1022695485,50.510131,79,1,4,16,0,0,0
17,133.227.49.188,277469996,50.711432,80,0,2,16,0,0,0
17,163.169.190.172,1053639993,50.949397,47,33,7,10,0,0,0
17,75.112.26.171,862022670,51.226623,0,80,3,1,0,0,0
17,92.240.95.163,694525875,51.232792,1,79,3,1,0,0,0
17,203.178.132.69,234610700,51.47754,75,5,5,16,0,0,0
17,45.62.18.26,411332775,422.802109,80,0,15,1,0,0,4
17,153.99.248.241,812801738,51.624702,0,80,1,1,0,0,0
17,45.62.18.26,411332775,424.393955,80,0,15,1,0,0,4
17,203.178.135.1,1022695485,51.750528,79,1,2,16,0,0,0
17,75.112.26.171,862022670,52.03996,1,79,3,1,0,0,0
17,133.227.49.188,277469996,52.159968,80,0,2,16,0,0,0
17,92.240.95.163,694525875,52.208469,1,79,3,1,0,0,0
17,198.227.133.23,538416244,52.261541,69,11,8,14,0,0,0
17,203.178.140.197,1060452750,52.549426,43,37,7,2,0,0,0
17,203.178.132.69,234610700,52.554434,77,3,4,16,0,0,0
17,75.112.26.171,862022670,52.843227,1,79,3,1,0,0,0
17,92.240.95.163,694525875,52.928193,2,78,3,1,0,0,0
17,203.178.135.1,1022695485,52.950065,74,6,4,16,0,0,0
17,133.227.49.188,277469996,53.349696,80,0,2,16,0,0,0
17,75.112.26.171,862022670,53.719862,1,79,3,1,0,0,0
17,92.240.95.163,694525875,53.720112,1,79,3,1,0,0,0
17,203.178.132.69,234610700,53.72423,72,8,5,15,0,0,0
17,202.230.228.6,943031757,53.864596,44,36,10,8,0,0,0
17,203.178.135.1,1022695485,54.035362,76,4,3,16,0,0,0
17,198.227.133.23,538416244,54.395521,68,12,8,13,0,0,0
17,75.112.26.171,862022670,54.534479,2,78,3,1,0,0,0
17,92.240.95.163,694525875,54.534709,3,77,3,1,0,0,0
17,163.169.110.44,1055440099,54.542185,33,47,1,1,0,0,0
17,31.207.94.61,778183027,54.542185,47,33,1,1,0,0,0
17,133.227.49.188,277469996,54.600401,80,0,3,16,0,0,0
17,203.178.132.69,234610700,54.770631,73,7,5,16,0,0,0
17,163.169.108.117,463999572,55.082208,0,80,1,1,0,0,0
17,203.178.135.1,1022695485,55.186633,75,5,3,15,0,0,0
17,75.112.26.171,862022670,55.270482,2,78,3,1,0,0,0
17,92.240.95.163,694525875,55.335782,0,80,3,1,0,0,0
17,163.169.165.91,263631216,55.365263,68,12,1,1,0,0,0
17,133.227.49.188,277469996,55.638899,80,0,2,16,0,0,0
17,203.178.132.69,234610700,55.848906,76,4,5,16,0,0,0
17,75.112.26.171,862022670,56.02028,0,80,3,1,0,0,0
17,92.240.95.163,694525875,56.093533,1,79,3,1,0,0,0
17,172.67.191.224,180941608,56.225959,80,0,2,1,0,0,0
17,203.178.135.1,1022695485,56.380284,77,3,4,16,0,0,0
17,198.227.133.23,538416244,56.438804,67,13,8,14,0,0,0
17,203.178.135.86,1049725236,56.641966,48,32,1,15,0,0,0
17,133.227.49.188,277469996,56.984354,80,0,2,16,0,0,0
17,75.112.26.171,862022670,57.020303,0,80,3,1,0,0,0
17,92.240.95.163,694525875,57.020514,1,79,3,1,0,0,0
17,203.178.132.69,234610700,57.020663,80,0,3,15,0,0,0
17,163.169.110.86,917006723,57.115673,4,76,1,1,0,0,0
17,107.109.34.91,1065626734,57.149419,27,53,1,1,0,0,0
17,133.227.134.16,996447117,57.21952,80,0,1,1,0,0,0
17,123.62.138.217,453889111,57.21952,0,80,1,1,0,0,0
17,125.53.131.199,227731563,57.273594,0,80,1,1,0,0,0
17,202.230.205.200,607398447,57.383259,37,43,10,7,0,0,0
17,203.178.135.1,1022695485,57.820075,76,4,3,16,0,0,0
17,75.112.26.171,862022670,57.848498,0,80,3,1,0,0,0
17,92.240.95.163,694525875,57.896705,2,78,3,1,0,0,0
17,203.178.132.69,234610700,58.021983,73,7,6,16,0,0,0
17,133.227.49.188,277469996,58.246833,80,0,2,16,0,0,0
17,203.178.139.216,177725747,58.311675,47,33,7,2,0,0,0
17,198.227.133.23,538416244,58.483155,68,12,8,13,0,0,0
17,92.240.95.163,694525875,58.635328,1,79,3,1,0,0,0
17,75.112.26.171,862022670,58.689391,0,80,3,1,0,0,0
17,203.178.135.1,1022695485,58.9876,79,1,3,16,0,0,0
17,31.207.94.61,778183027,59.047431,42,38,1,1,0,0,0
17,163.169.110.44,1055440099,59.047431,38,42,1,1,0,0,0
17,203.178.132.69,234610700,59.223559,76,4,4,16,0,0,0
17,202.230.229.213,773366195,59.490736,43,37,9,7,0,0,0
17,133.227.49.188,277469996,59.517553,80,0,2,15,0,0,0
17,75.112.26.171,862022670,59.520113,1,79,3,1,0,0,0
17,92.240.95.163,694525875,59.540734,0,80,3,1,0,0,0
17,153.133.41.248,139065862,59.744545,80,0,1,1,0,0,0
17,45.62.18.26,411332775,425.262604,80,0,15,1,0,0,4
17,163.169.190.172,1053639993,60.023652,47,33,9,10,0,0,0
17,203.178.135.1,1022695485,60.267223,76,4,3,16,0,0,0
17,203.178.132.69,234610700,60.333416,76,4,5,16,0,0,0
17,92.240.95.163,694525875,60.333416,2,78,3,1,0,0,0
17,75.112.26.171,862022670,60.348909,1,79,3,1,0,0,0
17,198.227.133.23,538416244,60.60329,66,14,8,13,0,0,0
17,133.227.49.188,277469996,60.758896,80,0,2,16,0,0,0
17,92.240.95.163,694525875,61.218197,1,79,3,1,0,0,0
17,75.112.26.171,862022670,61.223442,0,80,3,1,0,0,0
17,203.178.132.69,234610700,61.349007,73,7,4,16,0,0,0
17,163.169.241.5,458973748,61.434181,7,73,1,1,0,0,0
17,203.178.135.1,1022695485,61.613924,79,1,2,16,0,0,0
17,92.240.95.163,694525875,62.098638,2,78,3,1,0,0,0
17,131.127.134.82,270877790,62.099894,80,0,5,15,0,0,0
17,75.112.26.171,862022670,62.105045,0,80,3,1,0,0,0
17,133.227.49.188,277469996,62.11105,80,0,3,16,0,0,0
17,163.169.110.202,100757220,62.158046,2,78,1,1,0,0,0
17,116.142.235.214,13970060,62.448136,4,76,1,1,0,0,0
17,203.178.132.69,234610700,62.579276,77,3,4,16,0,0,0
17,198.227.133.23,538416244,62.884608,66,14,8,13,0,0,0
17,203.178.135.1,1022695485,62.943571,76,4,3,16,0,0,0
17,92.240.95.163,694525875,63.020619,1,79,3,1,0,0,0
17,75.112.26.171,862022670,63.038458,0,80,3,1,0,0,0
17,163.169.110.44,1055440099,63.195594,40,40,1,1,0,0,0
17,31.207.94.61,778183027,63.195594,40,40,1,1,0,0,0
17,133.227.49.188,277469996,63.574937,80,0,2,15,0,0,0
17,203.178.132.69,234610700,63.676315,76,4,4,16,0,0,0
17,75.112.26.171,862022670,63.77321,1,79,3,1,0,0,0
17,163.169.190.172,1053639993,63.876228,49,31,7,7,0,0,0
17,92.240.95.163,694525875,63.913377,2,78,3,1,0,0,0
17,203.178.135.1,1022695485,64.115855,78,2,4,15,0,0,0
17,51.175.15.147,395213201,64.324157,43,37,2,1,0,0,0
17,163.169.191.126,13413220,64.605456,2,78,1,1,0,0,0
17,75.112.26.171,862022670,64.650157,0,80,3,1,0,0,0
17,92.240.95.163,694525875,64.683381,2,78,3,1,0,0,0
17,203.178.132.69,234610700,64.720287,74,6,5,16,0,0,0
17,203.178.140.197,1060452750,64.820539,42,38,7,2,0,0,0
17,133.227.49.188,277469996,64.930247,80,0,2,16,0,0,0
17,198.227.133.23,538416244,64.990565,69,11,8,13,0,0,0
17,203.178.135.1,1022695485,65.390922,79,1,3,16,0,0,0
17,75.112.26.171,862022670,65.520565,0,80,3,1,0,0,0
17,92.240.95.163,694525875,65.554964,0,80,3,1,0,0,0
17,203.178.132.69,234610700,65.895199,77,3,6,16,0,0,0
17,133.227.49.188,277469996,66.300198,80,0,2,16,0,0,0
17,133.227.10.14,34803836,66.302643,80,0,3,3,0,0,0
17,75.112.26.171,862022670,66.441998,3,77,3,1,0,0,0
17,92.240.95.163,694525875,66.516565,2,78,3,1,0,0,0
17,203.178.135.1,1022695485,66.778677,75,5,4,16,0,0,0
17,198.227.133.23,538416244,66.788519,67,13,8,13,0,0,0
17,163.169.110.44,1055440099,66.93001,43,37,1,1,0,0,0
17,31.207.94.61,778183027,66.93001,37,43,1,1,0,0,0
17,45.62.18.26,411332775,429.370875,80,0,15,1,0,0,4
17,203.178.132.69,234610700,67.020416,71,9,7,16,0,0,0
17,75.112.26.171,862022670,67.249026,2,78,3,1,0,0,0
17,92.240.95.163,694525875,67.395552,0,80,3,1,0,0,0
17,163.169.144.38,686191624,67.414478,2,78,1,1,0,0,0
17,133.227.49.188,277469996,67.462701,80,0,2,15,0,0,0
17,203.178.132.69,234610700,68.145548,71,9,7,16,0,0,0
17,75.112.26.171,862022670,68.145548,1,79,3,1,0,0,0
17,198.227.133.23,538416244,68.201502,66,14,8,13,0,0,0
17,203.178.135.1,1022695485,68.219709,80,0,2,16,0,0,0
17,92.240.95.163,694525875,68.226437,0,80,3,1,0,0,0
17,71.82.68.240,272400809,68.423546,0,80,1,1,0,0,0
17,98.170.189.220,880601880,68.556332,68,12,14,1,0,0,0
17,45.62.18.26,411332775,432.459097,80,0,15,1,0,0,4
17,84.222.141.98,963652155,68.766653,28,52,3,1,0,0,0
17,133.227.49.188,277469996,68.773544,80,0,2,16,0,0,0
17,133.227.95.225,231274569,68.791197,80,0,10,3,0,0,0
17,203.178.135.84,302481377,68.853645,35,45,1,16,0,0,0
17,75.112.26.171,862022670,68.988496,1,79,3,1,0,0,0
17,92.240.95.163,694525875,69.145998,0,80,3,1,0,0,0
17,203.178.132.69,234610700,69.270295,78,2,5,15,0,0,0
17,163.169.165.91,263631216,69.423656,72,8,1,1,0,0,0
17,203.178.135.1,1022695485,69.472758,79,1,2,16,0,0,0
17,2001:3E04:270:C04F:163:F261:C203:F82C,597022598,69.569802,25,55,16,1,0,0,0
17,2001:3342:FF8F:7B0:2E1C:FF9F:C0F0:FCAF,284988038,69.599914,80,0,9,16,0,0,0
17,198.227.133.23,538416244,69.851736,64,16,7,13,0,0,0
17,92.240.95.163,694525875,69.950804,3,77,3,1,0,0,0
17,75.112.26.171,862022670,69.973756,0,80,3,1,0,0,0
17,133.227.49.188,277469996,70.123892,80,0,2,16,0,0,0
17,203.178.132.69,234610700,70.521321,73,7,4,16,0,0,0
17,163.169.111.140,251734932,70.659304,3,77,1,1,0,0,0
17,75.134.214.217,371835430,70.703421,43,37,5,1,0,0,0
17,92.240.95.163,694525875,70.763353,0,80,3,1,0,0,0
17,203.178.135.1,1022695485,70.901366,78,2,2,16,0,0,0
17,75.112.26.171,862022670,71.042331,2,78,3,1,0,0,0
17,163.169.110.2,741841886,71.264403,7,73,1,1,0,0,0
17,198.227.133.23,538416244,71.437095,71,9,8,13,0,0,0
17,133.227.49.188,277469996,71.533669,80,0,2,16,0,0,0
17,92.240.95.163,694525875,71.708383,2,78,3,1,0,0,0
17,203.178.132.69,234610700,71.771386,79,1,4,16,0,0,0
17,31.207.94.61,778183027,71.800172,60,20,1,1,0,0,0
17,163.169.110.44,1055440099,71.800172,20,60,1,1,0,0,0
17,2403:7DE8:7F:F840:4EE3:F001:C203:1C15,695272538,71.931266,0,80,2,1,0,0,0
17,75.112.26.171,862022670,72.006827,0,80,3,1,0,0,0
17,203.178.139.216,177725747,72.147968,34,46,7,2,0,0,0
17,203.178.135.1,1022695485,72.30759,76,4,3,16,0,0,0
17,163.169.111.55,741733623,72.41593,4,76,1,1,0,0,0
17,45.62.18.26,411332775,436.742746,80,0,15,1,0,0,4
17,92.240.95.163,694525875,72.586502,0,80,3,1,0,0,0
17,133.227.49.188,277469996,72.916228,80,0,3,16,0,0,0
17,203.178.132.69,234610700,72.974704,77,3,6,16,0,0,0
17,75.112.26.171,862022670,72.991275,2,78,3,1,0,0,0
17,198.227.133.23,538416244,73.182573,75,5,8,12,0,0,0
17,108.85.153.15,508284291,73.194472,67,13,13,1,0,0,0
17,92.240.95.163,694525875,73.396656,0,80,3,1,0,0,0
17,203.178.135.1,1022695485,73.562577,76,4,3,16,0,0,0
17,75.112.26.171,862022670,73.940246,1,79,3,1,0,0,0
17,203.178.132.69,234610700,74.126544,74,6,4,16,0,0,0
17,133.227.49.188,277469996,74.190571,80,0,3,16,0,0,0
17,92.240.95.163,694525875,74.223919,4,76,3,1,0,0,0
17,75.112.26.171,862022670,74.895976,1,79,3,1,0,0,0
17,198.227.133.23,538416244,74.95341,66,14,8,14,0,0,0
17,203.178.135.1,1022695485,75.003173,75,5,3,16,0,0,0
17,92.240.95.163,694525875,75.048108,0,80,3,1,0,0,0
17,203.178.132.69,234610700,75.208359,73,7,5,16,0,0,0
17,133.227.49.188,277469996,75.599905,80,0,2,16,0,0,0
17,163.169.190.45,295437155,75.762244,6,74,1,1,0,0,0
17,75.112.26.171,862022670,75.82295,1,79,3,1,0,0,0
17,163.169.191.166,282696821,75.893615,2,78,1,1,0,0,0
17,92.240.95.163,694525875,76.020987,1,79,3,1,0,0,0
17,51.175.15.147,395213201,76.319401,35,45,2,1,0,0,0
17,203.178.135.1,1022695485,76.328366,79,1,2,16,0,0,0
17,133.227.134.16,996447117,76.493153,80,0,1,1,0,0,0
17,123.62.138.217,453889111,76.493153,0,80,1,1,0,0,0
17,203.178.132.69,234610700,76.598881,73,7,5,16,0,0,0
17,198.227.133.23,538416244,76.606321,67,13,8,13,0,0,0
17,45.62.18.26,411332775,438.981904,80,0,15,1,0,0,4
17,75.112.26.171,862022670,76.749082,0,80,3,1,0,0,0
17,163.169.230.228,9464944,76.833951,2,78,1,1,0,0,0
17,92.240.95.163,694525875,76.973819,1,79,3,1,0,0,0
17,133.227.49.188,277469996,77.006804,80,0,2,16,0,0,0
17,163.169.108.117,463999572,77.176948,4,76,1,1,0,0,0
17,92.240.95.163,694525875,77.711248,0,80,3,1,0,0,0
17,203.178.132.69,234610700,77.724296,78,2,4,16,0,0,0
17,203.178.135.1,1022695485,77.75143,79,1,2,16,0,0,0
17,75.112.26.171,862022670,77.809384,1,79,3,1,0,0,0
17,31.207.94.61,778183027,77.977328,51,29,1,1,0,0,0
17,163.169.110.44,1055440099,77.977328,29,51,1,1,0,0,0
17,198.227.133.23,538416244,78.260185,72,8,8,13,0,0,0
17,45.62.18.26,411332775,439.219984,80,0,15,1,0,0,4
17,153.99.248.241,812801738,78.286883,0,80,1,1,0,0,0
17,203.178.137.198,1054710442,78.377105,50,30,15,15,0,0,0
17,133.227.49.188,277469996,78.477853,80,0,2,16,0,0,0
17,92.240.95.163,694525875,78.606006,1,79,3,1,0,0,0
17,75.112.26.171,862022670,78.799622,1,79,3,1,0,0,0
17,203.178.132.69,234610700,78.896626,72,8,5,16,0,0,0
17,203.178.135.1,1022695485,79.106805,75,5,4,16,0,0,0
17,203.178.135.70,409752062,79.186267,45,35,16,4,0,0,0
17,203.178.140.197,1060452750,79.31203,48,32,7,2,0,0,0
17,163.169.191.126,13413220,79.461954,0,80,1,1,0,0,0
17,92.240.95.163,694525875,79.481282,1,79,3,1,0,0,0
17,75.112.26.171,862022670,79.789373,0,80,3,1,0,0,0
17,133.227.49.188,277469996,79.836981,80,0,2,15,0,0,0
17,203.178.132.69,234610700,80.020753,72,8,5,16,0,0,0
17,163.169.190.172,1053639993,80.090336,28,52,12,15,0,0,0
17,198.227.133.23,538416244,80.188194,65,15,8,12,0,0,0
17,203.178.135.1,1022695485,80.219609,76,4,4,16,0,0,0
17,92.240.95.163,694525875,80.363527,0,80,3,1,0,0,0
17,75.112.26.171,862022670,80.81641,1,79,3,1,0,0,0
17,203.178.133.220,345070279,80.904591,0,80,10,7,0,0,0
17,203.178.132.69,234610700,81.145521,68,12,5,15,0,0,0
17,92.240.95.163,694525875,81.149762,1,79,3,1,0,0,0
17,202.230.228.6,943031757,81.444855,48,32,10,7,0,0,0
17,133.227.49.188,277469996,81.464406,80,0,2,15,0,0,0
17,203.178.135.1,1022695485,81.541248,79,1,3,16,0,0,0
17,198.227.133.23,538416244,81.775485,64,16,8,13,0,0,0
17,75.112.26.171,862022670,81.784572,0,80,3,1,0,0,0
17,92.240.95.163,694525875,81.915533,0,80,3,1,0,0,0
17,203.178.132.69,234610700,82.22526,76,4,5,16,0,0,0
17,131.127.134.82,270877790,82.440127,80,0,7,16,0,0,0
17,133.227.49.188,277469996,82.613569,80,0,2,16,0,0,0
17,92.240.95.163,694525875,82.773342,3,77,3,1,0,0,0
17,75.112.26.171,862022670,82.785961,0,80,3,1,0,0,0
17,187.175.192.170,708821270,82.896194,44,36,5,1,0,0,0
17,203.178.135.1,1022695485,82.930822,76,4,3,16,0,0,0
17,163.169.110.86,917006723,83.018937,2,78,1,1,0,0,0
17,116.142.235.214,13970060,83.169558,1,79,1,1,0,0,0
17,163.169.110.44,1055440099,83.195516,39,41,1,1,0,0,0
17,31.207.94.61,778183027,83.195516,41,39,1,1,0,0,0
17,125.53.131.199,227731563,83.284744,0,80,1,1,0,0,0
17,198.227.133.23,538416244,83.394415,67,13,8,13,0,0,0
17,203.178.132.69,234610700,83.583369,76,4,5,16,0,0,0
17,75.112.26.171,862022670,83.694828,0,80,3,1,0,0,0
17,92.240.95.163,694525875,83.896449,0,80,3,1,0,0,0
17,133.227.49.188,277469996,84.136228,80,0,2,16,0,0,0
17,203.178.135.1,1022695485,84.208619,79,1,3,16,0,0,0
17,184.223.136.21,449705365,84.487651,80,0,6,1,0,0,0
17,75.112.26.171,862022670,84.556578,2,78,3,1,0,0,0
17,163.169.190.172,1053639993,84.619583,0,80,11,14,0,0,0
17,92.240.95.163,694525875,84.86658,1,79,3,1,0,0,0
17,163.169.165.91,263631216,84.945131,77,3,1,1,0,0,0
17,203.178.132.69,234610700,85.02076,74,6,2,16,0,0,0
17,198.227.133.23,538416244,85.173588,64,16,8,12,0,0,0
17,203.178.139.216,177725747,85.340435,41,39,7,2,0,0,0
17,133.227.49.188,277469996,85.421441,80,0,2,16,0,0,0
17,75.112.26.171,862022670,85.453458,0,80,3,1,0,0,0
17,203.178.135.1,1022695485,85.560034,79,1,3,16,0,0,0
17,92.240.95.163,694525875,85.724888,0,80,3,1,0,0,0
17,203.178.135.86,1049725236,85.819668,44,36,1,16,0,0,0
17,163.169.110.202,100757220,86.234317,5,75,1,1,0,0,0
17,75.112.26.171,862022670,86.348922,0,80,3,1,0,0,0
17,203.178.132.69,234610700,86.395988,78,2,4,16,0,0,0
17,183.188.49.212,612657171,86.583315,37,43,2,1,0,0,0
17,45.62.18.26,411332775,441.679727,80,0,15,1,0,0,4
17,133.227.49.188,277469996,86.650469,80,0,3,15,0,0,0
17,92.240.95.163,694525875,86.705554,0,80,3,1,0,0,0
17,76.220.98.47,720979481,86.73581,46,34,5,1,0,0,0
17,198.227.133.23,538416244,86.901258,63,17,8,13,0,0,0
17,203.178.135.1,1022695485,86.987,80,0,3,16,0,0,0
17,75.112.26.171,862022670,87.369286,0,80,3,1,0,0,0
17,163.169.110.2,741841886,87.435232,4,76,1,1,0,0,0
17,163.169.110.44,1055440099,87.532572,32,48,1,1,0,0,0
17,31.207.94.61,778183027,87.532572,48,32,1,1,0,0,0
17,92.240.95.163,694525875,87.535472,2,78,3,1,0,0,0
17,203.178.132.69,234610700,87.646115,74,6,6,16,0,0,0
17,45.62.18.26,411332775,451.409685,80,0,15,1,0,0,4
17,133.227.49.188,277469996,87.992969,80,0,2,16,0,0,0
17,203.178.135.84,302481377,88.044872,43,37,2,16,0,0,0
17,51.175.15.147,395213201,88.075736,41,39,2,1,0,0,0
17,163.169.108.117,463999572,88.284825,7,73,2,2,0,0,0
17,75.112.26.171,862022670,88.317676,1,79,3,1,0,0,0
17,36.19.208.213,965507498,88.32149,38,42,2,1,0,0,0
17,203.178.135.1,1022695485,88.373495,78,2,3,15,0,0,0
17,92.240.95.163,694525875,88.421266,2,78,3,1,0,0,0
17,198.227.133.23,538416244,88.760913,66,14,8,13,0,0,0
17,203.178.132.69,234610700,88.770977,74,6,5,16,0,0,0
17,45.62.18.26,411332775,451.682449,80,0,15,1,0,0,4
17,183.188.49.207,532800129,88.964473,42,38,2,1,0,0,0
17,202.230.205.200,607398447,89.156243,38,42,12,8,0,0,0
17,75.112.26.171,862022670,89.287913,0,80,3,1,0,0,0
17,183.188.49.249,113680526,89.290622,45,35,2,1,0,0,0
17,92.240.95.163,694525875,89.320605,0,80,3,1,0,0,0
17,133.227.49.188,277469996,89.391994,80,0,3,16,0,0,0
17,163.169.190.172,1053639993,89.429557,0,80,11,15,0,0,0
17,203.178.135.1,1022695485,89.70251,77,3,3,16,0,0,0
17,149.4.205.202,834911541,89.840897,52,28,5,1,0,0,0
17,203.178.132.69,234610700,90.146067,75,5,6,16,0,0,0
17,92.240.95.163,694525875,90.250318,2,78,3,1,0,0,0
17,75.112.26.171,862022670,90.250513,0,80,3,1,0,0,0
17,51.33.156.172,609985396,90.263118,38,42,1,1,0,0,0
17,198.227.133.23,538416244,90.423131,72,8,8,13,0,0,0
17,133.227.49.188,277469996,90.787415,80,0,2,16,0,0,0
17,92.240.95.163,694525875,91.219864,0,80,3,1,0,0,0
17,203.178.140.197,1060452750,91.227546,38,42,7,2,0,0,0
17,163.169.111.55,741733623,91.291418,3,77,1,1,0,0,0
17,75.112.26.171,862022670,91.298021,0,80,3,1,0,0,0
17,203.178.135.1,1022695485,91.328527,77,3,5,16,0,0,0
17,203.178.132.69,234610700,91.349549,77,3,5,16,0,0,0
17,203.178.138.38,427366212,91.359046,38,42,7,8,0,0,0
17,31.207.94.61,778183027,91.512427,38,42,1,1,0,0,0
17,163.169.110.44,1055440099,91.512427,42,38,1,1,0,0,0
17,203.178.137.213,570077025,91.568326,37,43,15,16,0,0,0
17,198.227.133.23,538416244,92.040034,71,9,8,12,0,0,0
17,133.227.49.188,277469996,92.086136,80,0,3,16,0,0,0
17,92.240.95.163,694525875,92.100106,2,78,3,1,0,0,0
17,75.112.26.171,862022670,92.218173,1,79,3,1,0,0,0
17,2001:3342:FF8F:7B0:2E1C:FF9F:C0F0:FCAF,284988038,92.325921,80,0,14,15,0,0,0
17,203.178.135.1,1022695485,92.523734,79,1,3,16,0,0,0
17,203.178.132.69,234610700,92.724545,77,3,5,16,0,0,0
17,92.240.95.163,694525875,92.974508,0,80,3,1,0,0,0
17,75.112.26.171,862022670,93.063394,1,79,3,1,0,0,0
17,31.207.94.14,670450204,93.115734,68,12,2,3,0,0,0
