bitC0,bitC1,bitC2,bitC3,bitC4,bitC5,bitC6,bitC7,
1,2,3,4,9,10,13,15,
1,2,3,5,7,9,10,19,
1,2,3,4,5,6,8,9,
1,2,3,4,6,7,9,10,
1,2,3,4,5,6,10,15,
1,2,5,7,8,9,12,22,
1,2,4,6,10,11,18,29,
1,2,3,6,9,12,20,21,
1,2,3,4,6,7,8,12,
1,2,3,4,6,12,14,16,
1,3,4,7,9,12,13,20,
1,2,3,4,7,11,15,25,
1,2,3,4,5,7,10,23,
1,4,5,7,8,10,11,24,
1,2,3,4,6,10,19,26,
1,2,3,4,5,6,9,35,
1,2,3,6,13,14,17,27,
1,2,3,4,5,6,8,22,
1,2,3,5,7,8,11,17,
1,2,3,4,5,6,7,12,
1,2,4,5,7,11,12,19,
1,2,3,5,6,11,14,15,
1,2,3,4,5,9,13,20,
1,3,4,5,7,9,13,42,
1,2,3,4,5,7,8,11,
1,2,3,4,9,10,18,35,
1,2,3,4,8,11,12,13,
1,2,3,4,7,12,13,25,
1,2,4,6,7,8,10,22,
1,2,3,4,6,14,20,23,
1,2,3,4,6,7,9,16,
1,2,3,4,5,6,15,32,
1,3,4,7,8,9,12,16,
1,2,4,5,7,8,10,16,
1,2,3,4,9,10,12,14,
1,3,4,5,8,12,14,17,
1,3,4,6,8,9,17,32,
1,2,3,4,5,6,10,22,
1,3,5,6,8,9,19,26,
1,2,3,5,6,10,13,34,
1,2,4,5,7,8,14,21,
1,2,4,6,9,14,16,30,
1,3,4,5,9,15,16,27,
1,2,3,6,7,8,9,13,
1,2,3,5,7,8,12,15,
1,4,6,7,8,9,12,18,
1,2,4,5,8,9,18,19,
1,2,3,4,6,8,9,22,
1,2,4,6,7,8,11,23,
1,2,3,6,10,14,17,23,
1,2,3,5,8,11,18,26,
1,2,3,4,5,11,13,16,
1,2,4,5,7,9,10,21,
1,2,3,4,6,7,9,11,
1,2,5,7,8,13,21,27,
1,2,3,4,5,6,7,9,
1,2,3,5,6,9,13,21,
1,2,4,5,6,7,8,9,
1,2,3,4,5,6,10,14,
1,3,4,5,7,8,9,33,
1,2,3,6,9,13,14,15,
1,2,3,4,5,8,10,11,
1,2,3,5,6,9,12,14,
1,2,4,5,6,7,9,11,
1,2,3,4,7,10,16,21,
1,2,3,4,8,10,20,23,
1,2,4,5,8,13,14,15,
1,2,3,5,6,7,8,14,
1,2,3,4,6,8,11,13,
1,2,3,6,9,10,15,25,
1,2,3,4,6,8,10,21,
1,2,3,4,5,8,12,18,
1,2,3,4,5,6,8,14,
1,2,4,5,6,7,10,13,
1,2,4,6,7,9,15,39,
1,2,3,4,6,8,15,21,
1,2,3,5,9,12,19,20,
1,2,3,4,7,8,11,23,
1,2,5,7,10,17,19,24,
1,3,5,6,7,10,11,13,
1,2,3,4,6,9,10,11,
1,2,3,5,8,9,10,12,
1,2,3,5,7,11,17,18,
1,2,3,4,5,6,14,19,
1,3,4,7,8,9,23,33,
1,2,3,4,5,6,11,31,
1,2,3,7,9,12,15,16,
1,2,6,8,10,11,22,37,
1,2,4,6,7,9,11,15,
1,3,4,5,7,13,24,25,
1,2,3,4,5,6,7,23,
1,2,3,4,5,9,10,31,
1,2,3,4,5,6,7,10,
1,3,4,5,10,12,14,43,
1,2,3,4,5,16,21,23,
1,2,3,5,6,7,8,39,
1,2,3,6,8,10,13,26,
1,2,3,4,5,6,8,10,
1,3,4,5,7,11,17,35,
1,2,3,4,5,14,15,17,
1,2,3,4,5,8,14,21,
1,2,3,4,5,11,12,13,
1,2,3,4,6,7,11,15,
1,2,4,6,9,12,17,21,
1,2,5,6,9,10,11,15,
1,2,4,5,7,10,12,13,
1,3,4,5,7,11,18,19,
1,2,3,4,5,6,8,19,
1,2,3,5,6,7,12,15,
1,2,3,4,6,8,14,50,
1,2,3,9,10,13,22,23,
1,2,4,5,8,9,15,17,
1,2,3,4,6,7,10,25,
1,2,3,4,5,6,12,16,
1,2,4,5,8,9,11,12,
1,2,3,4,5,8,13,16,
1,2,3,4,5,6,9,20,
1,2,4,5,6,8,10,14,
1,2,3,9,11,12,13,22,
1,3,4,5,6,10,11,22,
1,2,4,5,6,9,16,34,
1,2,3,4,5,7,8,23,
1,3,4,5,8,9,13,21,
1,2,3,6,7,12,21,30,
1,2,3,5,6,8,9,26,
1,2,3,5,9,11,17,20,
1,2,3,5,7,9,16,27,
1,2,3,5,7,8,10,20,
1,2,4,5,6,8,13,15,
1,2,3,5,7,13,15,16,
1,2,4,5,7,12,22,23,
1,2,3,9,10,12,21,33,
1,2,3,4,5,8,12,18,
1,2,3,4,7,8,12,30,
1,2,4,6,7,9,10,21,
1,3,4,5,10,20,22,26,
1,2,3,4,5,6,10,25,
1,2,3,4,5,8,10,17,
1,2,4,7,11,14,25,57,
1,2,3,5,6,7,8,19,
1,3,5,7,9,10,12,22,
1,2,3,5,6,10,14,29,
1,2,3,4,6,7,12,31,
1,2,3,6,8,9,16,27,
1,2,3,4,5,8,9,22,
1,2,4,5,6,8,13,27,
1,2,4,5,7,13,18,19,
1,2,4,5,7,8,10,19,
1,2,3,4,6,8,10,22,
1,3,4,5,6,8,11,27,
1,2,4,5,7,8,18,19,
1,3,5,6,8,11,14,25,
1,2,3,4,5,6,15,16,
1,3,4,5,7,10,12,16,
1,2,3,4,5,9,19,20,
1,2,3,5,6,7,8,18,
1,2,4,7,8,12,14,27,
1,2,4,5,8,11,14,22,
1,3,4,10,15,17,26,33,
1,2,4,9,11,13,29,43,
1,2,3,4,5,8,11,22,
1,2,3,6,7,8,9,15,
1,2,3,7,9,10,11,12,
1,2,6,7,8,9,11,15,
1,2,3,6,14,15,18,23,
1,2,3,4,5,7,10,13,
1,2,3,4,5,6,8,18,
1,2,3,4,7,8,14,15,
1,2,3,5,9,10,12,28,
1,3,4,5,6,8,11,34,
1,2,3,4,6,11,12,35,
1,2,3,4,6,7,8,15,
1,2,3,5,9,14,22,30,
1,2,3,4,6,10,15,17,
1,2,3,4,5,7,9,33,
1,2,4,6,7,12,22,26,
1,2,3,11,12,14,15,18,
1,2,4,5,7,15,16,37,
1,2,3,4,6,15,16,25,
1,2,4,5,12,17,31,37,
1,2,3,4,5,6,7,26,
1,2,3,4,5,6,7,13,
1,2,6,7,8,11,15,17,
1,2,3,4,5,7,8,13,
1,2,3,4,9,10,16,18,
1,2,3,4,7,13,23,25,
1,2,3,4,6,8,9,29,
1,2,3,4,6,10,11,12,
1,2,3,4,9,14,17,20,
1,2,3,4,5,7,16,18,
1,2,3,4,5,8,22,25,
1,2,4,7,9,11,26,47,
1,3,5,6,7,9,10,21,
1,2,3,4,5,10,12,13,
1,2,3,4,5,13,36,46,
1,3,4,6,7,9,12,19,
1,2,4,5,6,9,14,33,
1,2,3,4,6,7,14,27,
1,2,3,4,7,11,12,15,
1,2,3,4,5,6,13,14,
1,2,3,4,8,9,10,13,
1,2,3,4,6,7,8,30,
1,2,3,4,6,7,10,13,
1,3,4,5,8,11,20,26,
1,2,3,5,6,10,13,20,
1,4,8,10,11,12,13,18,
1,2,4,5,6,7,8,12,
1,2,4,6,7,8,12,22,
1,2,3,5,9,10,17,22,
1,2,3,4,7,13,16,22,
1,2,3,4,5,11,12,18,
1,2,4,5,6,8,11,15,
1,2,3,8,9,15,20,23,
1,2,5,6,8,9,12,16,
1,2,3,4,5,8,11,19,
1,2,3,5,7,8,11,19,
1,2,3,4,5,7,11,14,
1,2,3,4,8,9,10,13,
1,3,5,6,7,9,10,21,
1,2,4,5,6,8,15,23,
1,2,3,5,6,8,24,28,
1,2,3,5,7,11,14,18,
1,2,3,5,7,10,13,14,
1,2,3,6,7,9,11,18,
1,2,3,9,10,12,17,34,
1,2,3,6,9,10,14,44,
1,2,3,4,5,8,9,13,
1,2,3,4,6,7,20,24,
1,2,3,7,9,14,23,51,
1,2,3,4,6,9,14,20,
1,2,4,5,9,11,13,24,
1,2,3,5,7,9,11,27,
1,3,4,5,7,10,11,18,
1,3,4,5,6,7,11,22,
1,2,3,5,8,13,14,18,
1,2,5,6,9,10,11,14,
1,2,3,6,9,16,17,33,
1,3,4,5,7,12,15,26,
1,2,3,6,7,9,10,16,
1,4,8,11,12,13,17,32,
1,2,3,4,5,7,17,53,
1,2,3,5,7,8,9,11,
1,2,3,5,8,10,18,19,
1,2,3,4,9,13,16,18,
1,2,4,5,7,12,14,16,
1,2,3,5,7,9,11,18,
1,2,3,4,7,11,12,19,
1,2,3,4,7,11,16,19,
1,2,3,4,6,8,9,15,
1,2,3,5,8,9,11,14,
1,3,4,5,8,13,16,19,
1,2,3,6,7,8,9,10,
1,2,3,4,5,6,7,17,
1,2,6,10,12,13,17,22,
1,2,3,6,7,8,19,21,
1,2,3,7,10,11,15,26,
1,2,3,4,5,13,17,21,
1,3,4,6,7,9,10,11,
1,2,3,5,6,7,12,21,
1,2,4,5,10,11,13,40,
1,3,4,5,6,7,8,15,
1,2,3,4,5,6,11,34,
1,2,3,5,6,7,8,34,
1,2,3,4,6,7,9,15,
1,2,4,5,6,11,17,18,
1,2,3,5,6,9,12,15,
1,2,3,4,5,8,14,29,
1,3,4,5,7,8,9,31,
1,2,3,4,7,9,11,28,
1,2,3,4,6,11,17,18,
1,2,3,5,6,11,13,22,
1,2,4,5,6,9,18,27,
1,2,3,7,8,10,27,28,
1,2,3,4,5,7,11,20,
1,2,4,7,9,11,12,20,
1,2,3,4,6,7,16,20,
1,3,4,5,6,7,13,14,
1,2,4,5,6,7,10,16,
1,2,3,4,5,7,18,22,
1,2,5,6,7,11,15,35,
1,2,3,4,5,7,10,15,
1,2,3,4,6,9,12,14,
1,2,3,4,6,7,14,19,
1,2,3,4,5,7,14,17,
1,2,4,5,8,9,14,15,
1,2,3,4,5,8,9,11,
1,2,4,5,6,8,9,10,
1,2,4,5,8,10,13,15,
1,2,4,5,8,10,14,21,
1,2,3,4,8,10,14,16,
1,3,4,5,8,13,17,18,
1,2,3,4,6,9,22,28,
1,2,3,4,5,8,11,16,
1,2,3,5,6,10,11,19,
1,2,3,4,7,8,13,18,
1,2,3,4,5,6,7,11,
1,2,3,4,5,6,7,10,
1,3,4,5,8,10,15,25,
1,2,3,4,6,7,8,25,
1,2,3,5,8,9,31,32,
1,2,4,5,7,8,11,13,
1,2,3,5,6,8,10,29,
1,3,4,5,11,15,16,21,
1,2,3,5,6,8,9,11,
1,2,4,5,6,8,10,13,
1,2,3,4,10,18,20,33,
1,2,4,5,7,10,11,15,
1,2,3,4,6,10,11,15,
1,2,3,4,8,9,18,31,
1,2,3,6,9,19,21,22,
1,2,3,4,5,8,13,22,
1,2,3,4,7,10,11,20,
1,2,4,5,6,8,9,17,
1,2,4,6,8,10,16,30,
1,2,4,6,7,9,15,17,
1,2,3,7,8,15,18,21,
1,2,3,4,5,6,13,14,
1,2,3,4,8,11,12,18,
1,2,3,4,7,8,11,25,
1,2,4,5,8,9,11,15,
1,2,3,4,5,6,12,14,
1,2,3,4,6,7,13,16,
1,2,3,4,5,8,12,17,
1,2,3,5,9,10,21,26,
1,2,4,5,7,10,13,26,
1,2,3,6,7,19,29,33,
1,2,3,4,8,10,14,21,
1,3,4,6,7,12,22,39,
1,2,3,5,6,7,8,12,
1,2,3,4,6,11,16,35,
1,2,3,4,5,9,10,17,
1,2,3,7,9,11,19,29,
1,2,3,4,6,8,10,16,
1,2,3,4,7,9,10,11,
1,2,3,4,5,9,13,16,
1,2,5,6,8,14,15,28,
1,2,4,5,12,16,17,23,
1,3,4,6,7,8,9,15,
1,3,4,5,7,9,11,26,
1,2,3,6,7,8,10,18,
1,2,3,4,5,6,10,22,
1,2,4,5,7,9,10,36,
1,2,5,6,9,10,12,25,
1,2,3,4,7,9,11,17,
1,2,3,4,5,7,8,11,
1,2,3,4,7,9,10,23,
1,2,3,5,9,10,15,25,
1,2,3,4,5,8,10,29,
1,2,3,4,5,7,17,29,
1,2,3,4,5,11,15,22,
1,2,4,6,7,9,14,17,
1,2,3,4,6,7,13,32,
1,2,4,5,7,9,10,21,
1,2,3,4,5,6,9,28,
1,2,5,7,10,11,14,26,
1,2,3,4,5,7,11,13,
1,3,4,6,8,11,16,21,
1,3,4,5,6,9,15,16,
1,2,3,8,10,11,20,40,
1,2,3,5,6,8,17,31,
1,3,5,6,7,10,23,41,
1,4,5,7,13,15,19,23,
1,2,3,4,5,10,11,12,
1,2,3,5,7,9,10,12,
1,2,3,4,5,8,10,23,
1,2,4,5,6,12,13,15,
1,2,3,5,6,10,12,13,
1,2,3,4,6,8,9,29,
1,2,3,5,9,10,15,32,
1,2,3,4,7,11,12,13,
1,2,4,5,8,10,12,18,
1,2,3,4,6,15,17,19,
1,3,4,9,10,12,17,31,
1,2,5,7,8,9,11,21,
1,2,3,4,6,7,9,11,
1,2,3,4,5,7,13,14,
1,2,4,5,7,10,15,17,
1,2,3,5,6,10,13,20,
1,3,5,8,9,13,19,21,
1,3,4,6,7,9,12,27,
1,2,3,4,5,6,9,34,
1,3,5,6,11,14,15,21,
1,2,3,4,5,6,14,37,
1,3,5,7,13,19,20,25,
1,2,4,5,8,9,10,25,
1,2,3,6,9,10,16,26,
1,4,8,9,10,11,12,20,
1,2,3,4,15,16,17,32,
1,2,3,4,5,6,17,25,
1,2,3,4,5,11,16,53,
1,2,3,5,6,7,9,13,
1,2,3,5,10,12,14,15,
1,2,3,4,6,7,8,18,
1,2,3,6,7,10,17,20,
1,2,4,5,6,11,14,29,
1,2,3,8,9,11,19,44,
1,2,4,5,7,15,21,28,
1,2,3,5,7,8,13,14,
1,2,4,5,6,7,9,17,
1,2,3,4,6,7,8,11,
1,2,3,4,5,7,8,12,
1,2,3,4,5,7,13,15,
1,2,4,9,10,12,21,26,
1,2,3,4,6,9,13,23,
1,2,3,4,5,10,19,22,
1,2,3,5,6,10,14,21,
1,2,3,5,6,7,12,14,
1,2,3,4,5,7,11,12,
1,2,3,6,7,12,13,23,
1,3,7,8,9,12,13,14,
1,2,3,4,5,6,7,30,
1,2,3,4,5,9,11,13,
1,2,3,4,6,8,12,20,
1,2,3,4,5,8,16,22,
1,2,5,6,7,8,14,15,
1,2,3,4,7,11,12,13,
1,3,5,6,7,9,15,28,
1,2,4,7,8,10,14,15,
1,2,4,5,7,9,10,14,
1,2,3,5,6,9,11,14,
1,2,7,8,10,11,18,23,
1,2,3,4,6,8,12,13,
1,2,4,6,10,13,15,23,
1,2,3,4,8,14,23,24,
1,2,3,4,5,7,11,15,
1,2,3,4,5,7,13,14,
1,2,3,5,7,9,16,43,
1,2,4,5,6,7,8,16,
1,3,4,5,8,10,13,35,
1,2,3,4,6,7,14,22,
1,3,5,6,7,8,16,21,
1,2,3,5,6,7,12,29,
1,2,3,4,6,22,26,30,
1,2,3,4,11,12,14,18,
1,2,3,5,6,9,18,30,
1,2,3,4,6,7,8,15,
1,2,3,5,6,12,13,22,
1,3,4,5,6,9,18,22,
1,2,3,4,7,9,10,20,
1,2,3,5,6,8,11,32,
1,2,3,4,6,7,8,16,
1,2,3,4,6,8,24,37,
1,2,4,5,6,7,10,47,
1,2,3,4,6,7,13,16,
1,2,3,4,6,12,14,17,
1,3,4,5,6,7,22,24,
1,2,7,8,10,11,15,26,
1,2,3,4,5,10,11,12,
1,2,3,8,10,12,19,31,
1,2,3,5,7,11,15,22,
1,2,3,6,7,9,13,23,
1,2,7,9,12,14,16,18,
1,2,4,5,6,8,10,17,
1,2,3,4,6,7,8,12,
1,2,3,6,9,11,12,20,
1,2,4,6,7,9,15,21,
1,2,4,7,10,11,14,18,
1,2,3,4,9,11,15,39,
1,3,6,7,8,11,14,39,
1,2,3,4,6,7,11,15,
1,2,3,7,9,12,14,22,
1,2,3,5,6,11,12,13,
1,2,3,4,7,8,11,23,
1,2,3,4,6,8,11,53,
1,2,4,5,6,8,11,14,
1,3,4,7,8,10,13,40,
1,2,3,6,7,14,16,24,
1,2,3,4,7,9,11,12,
1,2,3,5,6,8,10,11,
1,2,3,6,7,9,10,11,
1,2,3,4,5,6,13,19,
1,2,3,6,8,15,20,32,
1,2,3,4,5,10,12,27,
1,2,3,4,5,7,11,15,
1,2,4,6,9,10,17,19,
1,3,4,6,8,11,15,42,
1,2,4,5,7,17,19,20,
1,2,3,4,5,6,16,19,
1,2,3,5,6,8,13,20,
1,2,3,5,6,8,10,20,
1,2,3,4,7,8,10,11,
1,2,4,7,10,15,18,25,
1,2,3,5,12,13,36,40,
1,2,3,4,5,10,13,18,
1,2,3,4,6,8,12,16,
1,2,3,4,6,7,14,34,
1,2,3,4,6,13,14,22,
1,3,4,6,7,8,12,24,
1,3,4,5,6,10,12,33,
1,2,4,6,8,9,12,26,
1,2,3,4,5,6,7,10,
1,2,4,5,6,8,13,16,
1,2,3,5,7,11,14,19,
1,2,3,6,10,12,17,19,
1,2,3,5,6,9,14,28,
1,2,3,7,8,12,15,18,
1,2,4,5,8,9,11,19,
1,4,5,6,12,14,17,21,
1,2,3,4,5,10,13,15,
1,2,4,5,6,11,12,15,
1,2,3,4,6,11,13,21,
1,2,4,8,9,15,16,34,
1,2,3,8,9,12,16,28,
1,2,3,4,6,8,9,15,
1,2,3,4,8,9,22,25,
1,2,3,4,5,6,7,12,
1,3,6,8,9,14,16,20,
1,2,3,4,5,7,11,25,
1,2,4,6,8,9,24,35,
1,2,4,5,12,13,18,20,
1,2,3,6,8,11,22,27,
1,2,3,5,8,17,19,43,
1,2,3,4,5,7,9,15,
1,3,4,6,7,8,24,25,
1,2,3,4,6,7,13,28,
1,2,3,4,5,9,10,12,
1,2,5,8,10,12,13,21,
1,2,4,5,6,8,10,12,
1,2,3,4,5,12,16,28,
1,2,4,5,6,8,11,14,
1,3,4,5,6,11,15,22,
1,2,3,4,5,8,12,18,
1,2,3,4,5,9,12,41,
1,2,3,4,5,7,11,16,
1,2,5,6,8,10,11,15,
1,3,7,8,9,16,20,28,
1,3,4,5,7,10,13,15,
1,2,3,4,5,6,10,31,
1,2,4,5,8,9,10,11,
1,2,3,4,5,7,12,21,
1,2,3,5,7,10,15,26,
1,3,4,5,8,11,14,25,
1,3,4,5,6,8,24,26,
1,2,3,4,5,6,13,24,
1,2,3,8,11,12,13,36,
1,2,6,7,8,12,14,29,
1,2,3,5,6,8,9,11,
1,2,3,5,6,8,10,16,
1,2,3,4,6,8,9,10,
1,2,3,4,5,6,7,16,
1,2,3,4,6,8,9,11,
1,2,3,5,6,8,13,17,
1,2,6,8,13,17,20,26,
1,2,3,4,5,7,10,12,
1,2,3,4,6,13,20,39,
1,2,3,4,5,7,21,26,
1,2,3,6,8,12,27,28,
1,2,3,4,5,7,12,33,
1,2,3,4,5,12,15,19,
1,3,4,7,8,9,10,22,
1,2,3,5,6,10,22,23,
1,2,3,4,6,7,10,43,
1,2,3,4,5,6,14,21,
1,2,3,5,8,9,10,42,
1,3,4,7,9,11,12,13,
1,2,3,5,6,7,11,15,
1,2,5,7,9,12,13,26,
1,2,3,5,8,9,10,11,
1,2,4,5,6,7,14,17,
1,2,4,5,11,15,16,25,
1,2,5,6,8,11,14,33,
1,4,5,6,7,8,10,16,
1,2,4,5,6,7,9,16,
1,2,4,5,11,14,15,16,
1,2,3,4,5,7,9,55,
1,2,5,6,7,11,12,24,
1,2,3,7,10,11,13,15,
1,2,3,5,9,13,14,21,
1,2,3,4,5,6,12,17,
1,2,3,7,8,13,18,30,
1,2,3,7,8,11,12,34,
1,2,3,4,6,7,9,13,
1,2,3,7,11,17,20,27,
1,2,3,4,7,8,9,10,
1,2,3,5,7,12,16,34,
1,2,3,7,8,10,11,22,
1,2,3,5,6,7,10,26,
1,2,3,4,7,12,13,46,
1,2,3,4,6,7,10,17,
1,2,3,4,10,15,19,42,
1,2,3,4,7,8,9,13,
1,2,5,8,9,11,14,16,
1,2,3,4,5,6,8,11,
1,3,4,5,8,11,17,30,
1,2,3,4,5,9,21,25,
1,4,5,6,8,9,10,11,
1,2,3,5,11,12,14,16,
1,2,3,4,5,6,16,17,
1,2,3,4,5,10,12,15,
1,2,3,4,5,10,21,22,
1,2,3,4,6,11,13,14,
1,2,3,4,6,8,12,15,
1,3,4,5,8,10,18,32,
1,2,3,4,6,10,11,12,
1,2,3,4,6,9,14,25,
1,2,4,5,6,7,9,11,
1,3,4,5,7,13,14,31,
1,2,5,6,8,10,12,13,
1,2,4,8,9,11,13,19,
1,2,3,5,6,8,21,31,
1,2,3,4,5,6,8,9,
1,2,5,7,10,11,17,18,
1,2,3,5,6,7,20,23,
1,2,4,5,6,8,10,12,
1,2,3,8,9,11,13,16,
1,2,4,5,8,10,17,22,
1,2,3,4,7,12,18,34,
1,3,4,5,8,10,12,18,
1,2,3,4,10,15,19,23,
1,2,3,4,6,7,10,15,
1,2,3,4,5,10,12,31,
1,2,4,6,10,13,15,43,
1,2,3,4,8,10,21,23,
1,2,3,4,9,10,11,12,
1,2,4,5,9,10,14,19,
1,2,3,4,6,8,12,15,
1,2,3,6,7,9,10,44,
1,2,3,5,6,13,16,28,
1,4,5,6,7,15,21,22,
1,2,3,7,8,9,11,12,
1,2,4,7,10,12,16,19,
1,2,4,7,9,11,12,24,
1,2,3,6,7,8,10,15,
1,2,3,5,6,7,13,14,
1,2,4,5,6,10,18,25,
1,2,3,4,6,8,10,20,
1,2,3,5,6,12,16,28,
1,2,3,4,6,8,9,10,
1,2,5,6,7,9,10,19,
1,2,3,4,5,11,12,28,
1,2,3,4,11,15,24,45,
1,2,3,5,6,7,8,20,
1,3,5,6,7,15,26,45,
1,2,3,5,9,12,15,33,
1,3,4,5,9,11,17,28,
1,2,3,5,6,10,13,25,
1,2,5,6,7,9,11,13,
1,3,4,8,11,16,26,27,
1,2,4,8,10,12,16,38,
1,2,3,4,6,8,11,12,
1,2,3,4,6,7,8,24,
1,2,3,4,9,16,17,18,
1,2,4,5,10,15,19,31,
1,2,3,5,9,13,15,22,
1,2,3,7,16,17,18,24,
1,2,3,4,5,7,23,33,
1,2,3,4,6,7,11,18,
1,2,6,7,8,15,16,31,
1,2,3,6,7,10,12,14,
1,2,3,4,5,7,8,9,
1,2,3,7,10,11,12,50,
1,2,5,6,7,8,12,14,
1,2,3,4,6,10,14,28,
1,2,3,4,8,9,13,15,
1,2,3,4,6,9,11,17,
1,2,4,5,8,18,20,22,
1,2,3,4,5,11,15,37,
1,2,3,4,5,6,8,15,
1,2,3,5,6,14,17,23,
1,2,3,4,6,8,9,12,
1,2,3,4,5,7,15,16,
1,2,3,5,7,9,10,18,
1,2,5,6,7,8,14,19,
1,2,3,4,5,9,16,36,
1,2,3,4,6,11,12,34,
1,2,3,5,7,13,14,19,
1,2,4,5,7,12,13,26,
1,3,5,6,10,12,14,20,
1,2,3,4,5,6,9,11,
1,3,4,5,8,13,20,24,
1,2,3,4,7,9,10,11,
1,2,3,4,7,9,13,14,
1,2,3,4,6,10,14,16,
1,2,3,5,8,11,16,20,
1,2,3,7,10,11,17,25,
1,2,3,5,7,8,15,30,
1,2,4,6,7,10,16,26,
1,2,3,5,6,7,11,17,
1,3,4,5,9,12,17,18,
1,2,4,5,9,15,22,28,
1,2,3,4,5,7,20,34,
1,2,5,6,7,9,11,12,
1,2,3,4,5,6,9,10,
1,2,3,6,7,8,12,17,
1,2,3,4,6,7,10,13,
1,2,3,4,5,7,12,14,
1,2,3,5,7,8,18,57,
1,2,4,7,11,13,18,32,
1,2,3,8,11,12,16,30,
1,2,3,5,7,9,10,19,
1,2,4,5,6,10,12,20,
1,2,3,4,10,12,14,28,
1,2,3,4,5,6,7,15,
1,2,3,5,7,12,13,40,
1,2,3,4,6,7,12,25,
1,2,3,4,6,9,19,24,
1,3,4,5,6,7,12,27,
1,2,3,4,5,9,10,36,
1,2,3,4,9,11,12,14,
1,2,3,4,6,8,10,19,
1,2,3,5,6,7,9,39,
1,2,4,5,6,7,11,15,
1,2,3,4,7,9,10,12,
1,2,4,5,9,11,19,39,
1,2,3,4,6,7,18,25,
1,2,3,6,7,14,16,17,
1,2,3,4,6,7,17,26,
1,3,4,5,6,9,13,16,
1,2,3,4,6,7,8,11,
1,2,5,6,8,9,11,19,
1,2,3,4,5,6,7,8,
1,2,3,4,7,8,18,34,
1,2,3,4,5,6,7,11,
1,2,3,4,5,10,14,28,
1,2,4,9,11,13,18,40,
1,2,3,4,5,7,11,20,
1,2,3,5,7,9,13,14,
1,3,4,8,9,10,13,30,
1,2,4,5,6,7,14,17,
1,2,3,4,5,17,18,19,
1,2,5,9,10,12,13,18,
1,2,3,4,8,10,15,22,
1,2,3,4,5,6,7,8,
1,2,3,4,5,8,9,10,
1,2,3,4,5,8,13,19,
1,2,3,6,7,13,14,21,
1,3,4,5,6,17,21,37,
1,2,3,4,5,8,10,16,
1,2,4,7,9,11,12,52,
1,2,3,4,6,11,12,20,
1,2,3,5,6,9,11,41,
1,3,5,6,8,10,14,41,
1,2,3,5,6,7,9,12,
1,2,3,5,6,12,13,14,
1,2,4,7,8,10,14,25,
1,2,3,4,5,6,8,18,
1,2,3,5,6,10,12,15,
1,2,3,6,8,11,15,32,
1,2,3,4,5,8,11,12,
1,2,3,4,5,6,10,15,
1,2,3,5,6,9,11,17,
1,2,4,5,7,9,12,13,
1,2,4,5,6,11,17,29,
1,2,4,5,6,7,12,22,
1,2,3,4,5,8,12,13,
1,2,3,9,11,15,22,30,
1,2,3,4,6,7,8,9,
1,3,4,5,7,10,17,19,
1,2,3,4,5,10,20,33,
1,2,4,5,6,8,15,21,
1,2,3,4,6,10,11,24,
1,2,3,4,6,7,9,22,
1,2,3,4,7,15,17,27,
1,2,5,7,8,10,13,15,
1,2,3,7,16,17,18,20,
1,2,4,7,8,11,13,21,
1,2,3,5,8,9,11,19,
1,2,3,4,5,6,8,22,
1,2,3,4,5,8,12,15,
1,2,3,4,6,11,15,22,
1,2,3,4,5,7,9,15,
1,3,4,6,10,12,15,23,
1,2,4,6,8,10,14,24,
1,2,3,4,6,7,14,27,
1,2,3,4,6,7,9,15,
1,2,3,4,5,8,10,21,
1,2,4,5,7,8,9,14,
1,2,3,4,5,7,9,19,
1,2,4,7,10,11,12,14,
1,2,3,4,5,7,9,16,
1,2,4,5,7,8,11,19,
1,3,4,6,14,15,21,23,
1,2,3,5,6,7,9,13,
1,3,4,6,8,9,10,12,
1,2,4,5,7,12,20,49,
1,2,3,4,6,8,9,22,
1,2,6,7,9,11,12,17,
1,2,3,4,12,13,29,39,
1,2,3,4,7,11,16,40,
1,2,3,4,6,14,15,22,
1,2,3,6,11,14,15,19,
1,2,3,5,6,7,8,17,
1,2,3,5,6,7,8,22,
1,2,3,4,10,16,17,43,
1,2,3,7,9,12,15,17,
1,2,3,6,7,9,14,48,
1,2,3,4,5,8,9,30,
1,2,5,6,8,9,10,12,
1,2,5,9,11,15,19,31,
1,2,3,7,9,13,16,17,
1,3,4,5,6,7,10,11,
1,3,4,5,6,7,8,14,
1,2,3,4,7,8,9,15,
1,2,3,4,6,12,15,30,
1,2,4,5,6,7,10,11,
1,2,3,4,6,11,12,14,
1,2,4,6,8,9,10,13,
1,2,3,5,9,13,19,23,
1,2,3,4,5,9,11,28,
1,2,3,4,6,8,9,28,
1,2,6,7,9,12,13,18,
1,3,4,6,8,10,11,15,
1,2,3,5,7,9,10,14,
1,2,4,6,7,11,16,17,
1,2,3,4,7,8,14,19,
1,2,3,4,6,9,14,36,
1,3,4,5,10,12,16,24,
1,2,3,4,8,9,21,27,
1,2,3,4,5,9,11,21,
1,2,3,9,10,11,18,22,
1,2,3,4,5,6,7,22,
1,2,3,4,5,8,10,17,
1,2,4,7,10,11,13,17,
1,2,3,4,5,11,20,21,
1,3,4,5,6,8,15,37,
1,3,4,5,7,10,13,14,
1,3,4,5,7,11,14,21,
1,2,3,4,6,7,10,15,
1,2,3,4,5,6,9,17,
1,2,3,6,7,8,10,12,
1,3,4,5,9,10,11,14,
