bitC0,bitC1,bitC2,bitC3,bitC4,bitC5,bitC6,bitC7,
1,2,3,5,6,7,10,13,
1,2,4,6,8,13,14,21,
1,2,3,5,9,10,13,19,
1,2,3,4,6,8,17,21,
1,2,3,5,8,10,19,22,
1,2,3,4,6,7,9,10,
1,2,3,4,9,27,28,39,
1,2,4,9,11,12,16,18,
1,2,3,6,9,10,14,17,
1,2,3,4,7,10,11,18,
1,2,3,4,5,7,8,14,
1,2,3,4,6,10,26,38,
1,2,3,6,7,9,12,17,
1,2,3,4,5,9,10,16,
1,2,3,4,5,10,12,14,
1,2,3,5,11,14,24,29,
1,2,3,4,5,7,13,17,
1,2,6,8,11,12,14,16,
1,3,5,6,7,9,11,20,
1,2,5,6,7,9,19,27,
1,2,4,5,9,12,18,34,
1,2,3,4,5,7,8,16,
1,2,4,5,8,9,12,15,
1,2,4,5,9,10,11,41,
1,2,3,4,7,8,9,19,
1,3,5,6,9,10,12,15,
1,2,3,4,11,12,13,22,
1,2,3,4,6,8,9,24,
1,2,3,5,8,13,16,21,
1,2,3,4,6,7,18,28,
1,2,3,4,5,8,9,14,
1,2,3,4,5,12,21,26,
1,2,3,6,8,10,16,22,
1,2,3,4,7,9,13,21,
1,2,3,6,8,10,11,15,
1,3,4,5,6,9,12,15,
1,2,3,4,5,6,7,18,
1,3,4,5,6,7,9,25,
1,2,3,4,5,6,9,18,
1,3,4,6,7,11,18,27,
1,2,4,6,8,12,15,17,
1,2,5,6,7,15,24,25,
1,2,3,5,6,9,10,12,
1,2,3,6,8,9,15,20,
1,2,3,5,6,7,21,24,
1,2,3,5,10,17,21,27,
1,2,4,6,7,10,12,15,
1,4,5,6,8,10,14,20,
1,3,4,5,7,8,9,28,
1,2,3,4,8,11,21,26,
1,2,3,4,5,6,8,11,
1,3,4,5,6,7,10,17,
1,2,3,5,7,10,13,18,
1,2,3,4,12,15,22,26,
1,2,4,5,8,9,15,20,
1,3,4,5,9,11,12,34,
1,2,4,5,6,7,22,25,
1,2,3,6,8,9,11,17,
1,2,4,5,6,7,9,21,
1,2,4,5,8,9,10,39,
1,2,3,4,6,7,11,16,
1,2,3,5,10,12,17,53,
1,2,3,5,6,8,14,30,
1,2,3,5,8,9,27,29,
1,2,6,8,11,12,15,23,
1,2,3,4,5,6,7,11,
1,2,3,4,5,8,15,30,
1,2,4,6,7,9,11,15,
1,5,7,8,10,13,19,27,
1,2,3,4,6,7,26,33,
1,3,5,6,7,9,11,33,
1,2,3,6,7,12,15,18,
1,2,3,4,5,6,7,15,
1,5,6,10,11,13,20,31,
1,2,3,7,8,11,13,18,
1,2,3,4,8,10,12,17,
1,2,5,6,8,14,18,20,
1,3,4,5,10,12,13,37,
1,2,4,5,9,16,22,24,
1,2,3,4,6,8,13,24,
1,3,4,5,7,10,11,25,
1,3,5,6,10,11,16,27,
1,2,3,6,9,10,11,12,
1,2,3,7,12,13,14,15,
1,3,4,7,9,12,15,24,
1,2,6,7,10,11,16,30,
1,2,4,5,6,11,17,18,
1,2,3,4,6,8,9,13,
1,2,3,4,5,7,9,10,
1,2,4,7,8,20,24,27,
1,2,3,4,5,6,7,11,
1,2,3,4,5,7,11,19,
1,2,3,5,7,13,14,19,
1,2,3,6,7,16,17,19,
1,2,3,4,5,6,10,15,
1,2,3,5,6,8,20,33,
1,2,4,5,7,9,10,13,
1,2,4,7,8,12,17,19,
1,3,4,6,7,8,9,21,
1,2,3,4,6,8,9,19,
1,2,3,4,7,8,12,41,
1,2,3,5,6,11,12,14,
1,2,3,4,6,8,22,25,
1,2,3,4,5,9,18,31,
1,2,3,5,7,13,20,57,
1,2,3,5,7,10,18,29,
1,2,3,5,8,13,26,28,
1,3,4,5,12,16,17,34,
1,2,3,4,6,9,12,23,
1,2,3,7,9,11,12,22,
1,2,3,4,5,8,11,12,
1,2,3,4,8,9,11,13,
1,2,4,5,8,13,15,18,
1,2,3,4,7,11,13,21,
1,2,3,5,7,11,13,28,
1,2,4,5,6,7,10,13,
1,2,4,5,6,7,12,22,
1,2,4,5,6,10,13,21,
1,3,4,6,7,8,9,16,
1,2,3,4,5,6,11,28,
1,2,3,5,6,7,9,21,
1,2,5,7,9,10,17,31,
1,2,3,4,5,7,9,24,
1,2,3,5,6,8,9,15,
1,2,3,4,7,23,24,29,
1,2,5,6,9,11,15,36,
1,3,4,6,8,9,13,33,
1,2,4,5,6,17,25,33,
1,2,3,6,7,9,10,12,
1,3,4,5,6,8,12,16,
1,2,5,6,8,10,22,26,
1,2,3,8,9,14,18,24,
1,2,3,4,5,6,12,25,
1,2,3,4,5,6,8,13,
1,2,4,6,7,10,11,18,
1,3,4,5,6,8,12,22,
1,2,3,4,6,8,9,14,
1,2,3,5,6,9,18,19,
1,2,3,5,7,17,27,31,
1,3,4,6,8,9,11,14,
1,2,3,5,6,10,15,21,
1,2,3,5,7,10,12,18,
1,3,4,5,7,9,11,15,
1,2,3,4,5,8,10,24,
1,3,4,5,7,9,14,21,
1,2,3,4,7,10,11,18,
1,2,4,5,8,9,17,23,
1,2,3,4,6,9,11,23,
1,2,4,5,7,8,11,28,
1,2,3,4,6,7,11,12,
1,2,3,4,6,7,8,19,
1,2,3,5,7,8,13,25,
1,2,3,4,7,18,20,25,
1,3,5,6,8,9,11,17,
1,2,3,5,6,7,9,17,
1,2,4,5,6,7,10,17,
1,2,3,4,8,11,13,27,
1,2,5,6,8,10,14,21,
1,2,4,5,6,7,9,16,
1,2,3,4,5,7,12,16,
1,2,3,5,7,8,13,20,
1,2,3,4,5,6,15,26,
1,2,6,7,10,13,15,17,
1,2,4,6,7,9,13,17,
1,2,5,10,11,18,25,35,
1,2,4,7,8,11,23,26,
1,2,3,4,5,8,19,20,
1,2,3,4,6,7,16,17,
1,2,3,4,5,6,7,19,
1,2,3,4,10,11,13,24,
1,2,3,4,5,6,10,24,
1,2,3,5,6,7,13,16,
1,2,4,5,9,11,15,17,
1,2,3,4,5,8,10,13,
1,3,4,5,6,9,10,16,
1,2,3,4,5,10,23,40,
1,2,3,6,8,9,10,14,
1,2,4,5,7,8,15,17,
1,3,5,8,9,11,14,16,
1,2,3,5,6,10,15,21,
1,2,4,7,8,19,25,27,
1,2,5,6,7,11,13,28,
1,3,4,6,9,10,13,16,
1,2,3,4,6,10,16,20,
1,2,3,4,7,9,10,12,
1,2,3,5,7,10,30,52,
1,2,3,4,5,6,12,17,
1,2,3,5,6,8,9,12,
1,2,3,5,8,14,16,19,
1,3,4,5,6,7,15,22,
1,2,3,4,6,7,11,14,
1,2,3,4,5,6,11,18,
1,2,3,4,5,6,8,14,
1,2,3,5,6,7,8,13,
1,2,3,4,7,8,10,17,
1,2,3,6,7,8,12,16,
1,2,3,5,6,7,16,22,
1,2,6,7,10,12,13,37,
1,2,3,5,6,10,11,18,
1,2,3,4,6,7,9,13,
1,2,4,5,9,10,17,21,
1,2,4,5,8,10,16,40,
1,2,3,4,6,10,13,16,
1,2,3,4,5,10,11,22,
1,3,4,6,9,11,14,15,
1,2,4,6,9,12,13,28,
1,2,3,4,5,6,7,10,
1,2,3,5,9,13,16,22,
1,2,3,4,5,11,17,23,
1,2,3,4,5,12,20,38,
1,2,3,4,7,8,9,10,
1,2,4,5,6,7,12,14,
1,3,4,6,9,10,13,19,
1,3,4,5,6,14,15,37,
1,2,3,5,7,8,9,15,
1,2,3,5,6,8,10,13,
1,2,3,8,14,22,24,28,
1,2,3,4,5,6,13,17,
1,2,3,4,8,11,15,26,
1,2,3,6,8,10,13,14,
1,3,5,6,7,11,12,14,
1,2,3,5,7,8,10,11,
1,2,3,4,6,15,21,28,
1,2,3,5,7,9,11,22,
1,2,4,5,9,12,13,18,
1,2,3,5,7,8,10,15,
1,3,4,5,10,11,13,15,
1,2,3,4,6,7,12,33,
1,2,4,5,7,9,16,22,
1,2,3,7,8,9,13,15,
1,3,4,8,10,15,25,28,
1,2,3,4,5,7,14,21,
1,2,3,4,5,13,15,20,
1,2,4,5,10,11,13,19,
1,2,3,6,7,11,14,19,
1,2,3,5,7,9,10,19,
1,2,3,7,8,9,11,20,
1,2,5,6,7,11,13,24,
1,2,3,4,5,8,12,13,
1,2,3,5,8,9,13,16,
1,4,5,6,8,13,15,16,
1,2,3,4,6,8,11,26,
1,2,3,5,9,10,12,14,
1,2,3,4,9,10,18,24,
1,2,3,4,7,8,10,23,
1,3,4,5,8,9,11,12,
1,2,3,4,6,7,21,22,
1,2,3,5,6,7,14,18,
1,2,3,4,7,11,14,20,
1,2,4,7,8,9,19,32,
1,2,3,4,6,7,13,14,
1,2,3,4,5,6,7,20,
1,2,3,4,6,7,16,21,
1,2,5,6,9,11,13,23,
1,2,3,7,8,10,12,26,
1,2,3,5,6,7,12,15,
1,2,3,4,9,12,13,17,
1,2,5,6,7,9,12,17,
1,2,3,4,12,14,16,22,
1,2,3,4,8,9,17,27,
1,2,4,6,10,13,17,25,
1,2,3,4,5,8,20,35,
1,2,3,4,8,16,22,27,
1,2,3,5,6,7,13,18,
1,2,4,5,7,8,9,13,
1,3,4,5,6,8,16,18,
1,2,3,5,8,10,18,20,
1,2,3,4,5,6,13,19,
1,2,3,4,9,10,17,22,
1,2,3,4,6,10,11,20,
1,2,6,7,9,10,21,37,
1,2,3,4,7,8,12,19,
1,2,3,4,7,9,12,13,
1,3,4,5,6,7,9,10,
1,2,6,8,9,11,12,19,
1,2,4,5,9,15,23,25,
1,2,4,5,7,8,22,49,
1,2,3,9,10,14,19,27,
1,2,4,5,7,12,14,16,
1,2,3,4,5,6,7,13,
1,2,3,4,6,9,10,17,
1,2,3,4,6,8,16,23,
1,2,3,4,5,7,8,20,
1,3,5,9,11,12,13,24,
1,2,3,4,5,8,15,20,
1,2,3,5,7,8,16,21,
1,2,3,6,8,9,10,18,
1,2,3,4,6,8,9,10,
1,2,6,14,18,19,20,25,
1,2,3,5,6,7,10,11,
1,2,3,4,11,12,18,23,
1,2,4,5,6,8,11,12,
1,2,3,5,9,11,15,22,
1,2,4,6,8,10,14,19,
1,2,4,8,9,10,11,13,
1,2,3,6,9,10,17,29,
1,2,3,4,7,8,10,11,
1,2,4,5,7,12,18,20,
1,2,4,5,10,11,19,37,
1,2,3,4,5,11,12,13,
1,2,3,5,6,11,12,16,
1,3,4,5,6,9,11,28,
1,2,3,9,10,11,14,15,
1,2,3,4,6,10,16,19,
1,2,4,6,7,11,14,24,
1,2,3,6,7,18,20,26,
1,3,4,5,8,10,27,33,
1,2,3,4,5,7,11,12,
1,2,4,6,7,9,12,19,
1,2,4,6,8,12,14,40,
1,2,4,7,8,9,17,23,
1,2,3,4,5,7,11,14,
1,2,3,4,8,12,13,25,
1,2,3,4,5,7,8,11,
1,2,3,5,6,8,10,25,
1,2,3,4,8,9,13,21,
1,2,3,4,6,7,8,13,
1,2,3,4,5,6,7,24,
1,2,3,4,7,15,23,34,
1,2,3,4,5,6,8,14,
1,2,3,5,6,10,20,28,
1,2,3,4,7,8,9,20,
1,3,4,6,7,8,12,19,
1,2,5,7,9,17,19,34,
1,3,4,5,15,16,26,33,
1,2,3,6,10,12,18,35,
1,3,4,5,7,8,9,36,
1,2,4,5,7,12,16,21,
1,2,4,5,7,8,12,18,
1,2,3,4,5,7,10,28,
1,2,3,4,10,12,16,17,
1,2,3,4,5,6,9,12,
1,2,3,4,7,10,14,46,
1,2,3,4,8,15,18,20,
1,2,4,7,12,13,16,18,
1,2,3,4,8,10,13,19,
1,3,5,6,9,11,12,17,
1,2,3,4,8,10,11,15,
1,2,3,5,7,9,11,16,
1,2,3,5,6,21,22,27,
1,2,3,5,6,8,10,22,
1,2,3,4,10,13,16,18,
1,2,3,4,11,13,19,29,
1,2,3,4,6,8,15,25,
1,2,3,4,5,8,15,49,
1,2,3,4,6,7,10,12,
1,2,3,5,6,9,11,17,
1,2,3,5,6,7,8,11,
1,2,4,6,8,9,13,16,
1,2,4,5,6,8,19,27,
1,2,3,7,8,9,10,14,
1,2,4,5,8,9,11,13,
1,2,4,5,8,10,12,24,
1,4,6,7,9,10,13,20,
1,2,3,5,9,11,13,14,
1,2,3,4,9,11,15,27,
1,2,3,5,6,13,25,34,
1,2,3,4,6,7,13,30,
1,2,3,5,6,7,16,21,
1,2,3,4,5,6,11,35,
1,2,4,5,6,8,10,12,
1,2,3,4,7,11,25,29,
1,2,3,4,6,9,11,14,
1,2,3,8,9,16,17,19,
1,2,3,5,7,8,10,34,
1,2,3,8,15,17,33,49,
1,4,5,6,8,9,19,28,
1,2,7,8,12,13,15,23,
1,2,4,6,9,10,11,29,
1,2,3,4,10,13,32,48,
1,2,3,5,6,7,8,9,
1,2,3,4,6,8,13,22,
1,2,4,5,6,8,9,13,
1,2,5,7,8,12,13,26,
1,2,3,4,6,8,9,10,
1,2,3,5,7,9,10,11,
1,2,3,4,6,9,11,17,
1,2,4,5,7,17,27,42,
1,2,3,4,10,12,23,24,
1,2,3,4,5,12,13,17,
1,2,3,5,8,10,15,19,
1,2,3,4,6,7,12,25,
1,2,5,7,8,10,12,13,
1,2,3,5,6,11,13,14,
1,2,3,5,6,13,16,24,
1,2,3,5,10,16,17,18,
1,2,3,9,10,12,14,22,
1,2,4,6,7,8,14,24,
1,2,3,4,5,7,8,21,
1,2,3,6,7,12,22,28,
1,4,6,7,9,13,23,27,
1,2,3,4,5,7,9,16,
1,2,3,6,8,15,18,32,
1,2,3,5,7,8,11,15,
1,2,3,4,6,8,9,19,
1,2,5,7,8,12,13,22,
1,2,3,4,8,12,18,20,
1,2,3,5,6,8,14,27,
1,2,3,4,8,14,25,31,
1,2,3,4,8,9,13,23,
1,4,5,10,18,19,20,21,
1,2,4,5,15,17,22,23,
1,2,3,4,5,10,13,31,
1,2,3,4,5,6,9,34,
1,2,4,5,7,14,23,37,
1,2,3,6,7,9,14,20,
1,2,4,5,6,7,8,14,
1,2,3,4,5,8,9,14,
1,3,4,5,6,8,9,27,
1,2,3,6,10,12,16,27,
1,2,3,4,5,6,8,21,
1,2,3,4,5,11,12,25,
1,3,4,6,7,8,11,25,
1,2,4,7,8,9,25,30,
1,2,3,5,6,9,11,13,
1,2,5,6,7,9,18,23,
1,2,3,4,5,17,19,31,
1,2,3,4,13,14,32,34,
1,2,3,4,6,8,9,10,
1,2,3,4,8,11,15,40,
1,2,3,5,6,7,9,30,
1,3,4,6,8,12,22,23,
1,2,3,4,5,11,14,19,
1,2,3,4,7,8,11,16,
1,2,3,7,11,12,20,40,
1,2,3,4,5,7,10,17,
1,2,3,4,7,8,15,16,
1,2,3,7,10,13,18,23,
1,2,3,4,8,9,10,16,
1,2,3,5,8,10,11,14,
1,2,3,4,5,8,11,18,
1,2,3,4,6,7,19,25,
1,2,4,5,7,9,11,17,
1,2,3,5,8,9,13,14,
1,2,3,4,5,10,12,32,
1,2,4,5,7,10,13,22,
1,2,3,5,7,9,10,12,
1,2,3,4,5,6,7,10,
1,2,4,6,8,12,18,25,
1,2,4,5,12,13,14,23,
1,2,5,7,9,10,20,31,
1,2,3,4,5,12,19,23,
1,2,4,6,9,10,11,35,
1,2,3,4,5,14,19,21,
1,2,3,4,6,8,11,40,
1,2,4,5,6,11,15,28,
1,2,3,4,6,8,10,12,
1,2,3,4,7,8,12,13,
1,2,3,4,6,10,21,69,
1,2,3,4,5,8,12,24,
1,2,3,4,8,12,21,30,
1,2,3,4,6,8,12,14,
1,2,5,6,7,9,13,19,
1,2,3,4,6,9,15,50,
1,2,3,6,7,11,13,16,
1,2,3,4,6,8,9,14,
1,2,3,4,5,6,10,21,
1,2,3,4,5,8,11,28,
1,3,5,6,7,8,9,10,
1,2,4,5,7,8,10,16,
1,2,4,5,8,11,12,20,
1,2,3,4,7,10,16,35,
1,2,3,4,5,7,12,13,
1,3,4,5,6,13,14,20,
1,2,4,6,7,8,13,29,
1,3,5,6,8,9,11,14,
1,2,3,4,6,7,17,26,
1,2,3,4,8,9,13,22,
1,2,3,4,8,14,17,31,
1,2,4,5,18,19,25,32,
1,2,3,4,5,6,14,40,
1,2,5,6,9,15,18,23,
1,3,4,5,8,15,19,22,
1,2,3,4,6,7,11,18,
1,2,4,6,7,9,15,23,
1,2,4,6,8,9,22,24,
1,3,4,6,7,8,15,21,
1,3,5,6,10,16,21,29,
1,2,3,4,7,13,15,18,
1,2,4,5,12,18,26,40,
1,2,3,4,5,12,13,19,
1,2,3,6,7,9,13,14,
1,2,3,4,5,6,8,19,
1,3,4,5,6,9,10,13,
1,2,3,4,5,8,11,13,
1,3,4,5,7,9,10,14,
1,2,3,5,8,9,12,14,
1,2,3,4,7,9,14,28,
1,2,3,4,5,8,9,13,
1,2,3,4,5,10,11,12,
1,2,4,5,13,15,20,25,
1,2,3,4,6,8,9,11,
1,3,4,5,8,9,10,16,
1,3,4,5,7,8,10,22,
1,2,3,4,6,12,14,18,
1,2,3,4,5,7,12,20,
1,2,3,4,6,11,13,16,
1,2,3,5,6,7,8,12,
1,3,4,5,6,10,14,27,
1,2,3,6,7,13,17,23,
1,3,5,7,8,11,14,16,
1,2,4,5,8,9,12,13,
1,2,4,8,9,10,14,37,
1,2,3,4,7,8,19,22,
1,2,3,4,9,10,14,16,
1,2,4,5,7,11,12,19,
1,2,3,4,5,6,10,15,
1,2,3,5,11,14,15,17,
1,2,3,7,11,13,18,23,
1,3,5,6,7,9,10,19,
1,2,4,5,6,8,10,22,
1,2,3,4,9,10,11,29,
1,2,3,5,7,8,9,10,
1,2,3,5,7,9,16,24,
1,2,3,4,5,6,12,38,
1,2,3,4,5,6,7,8,
1,2,4,5,6,7,9,10,
1,3,4,6,10,11,13,14,
1,2,3,4,6,8,11,14,
1,4,5,6,8,16,20,25,
1,2,3,4,5,7,11,23,
1,2,3,5,6,12,14,34,
1,2,3,4,6,13,15,18,
1,2,7,8,12,15,16,25,
1,2,3,5,7,8,14,27,
1,2,3,4,6,8,23,30,
1,2,3,6,7,14,18,26,
1,2,3,4,8,9,11,18,
1,2,3,5,6,16,17,18,
1,2,4,5,9,10,11,14,
1,2,3,4,5,7,15,17,
1,2,3,4,6,7,10,32,
1,3,4,5,8,13,15,24,
1,2,5,6,7,9,18,24,
1,2,3,4,5,7,11,18,
1,2,3,4,6,7,8,10,
1,2,3,6,7,11,14,17,
1,2,4,6,7,8,13,19,
1,2,3,4,5,8,14,15,
1,2,4,6,7,9,10,11,
1,2,4,5,6,10,11,15,
1,2,4,5,6,8,11,15,
1,2,3,4,6,11,14,20,
1,2,3,4,6,10,12,34,
1,2,4,7,8,11,14,15,
1,2,3,4,5,7,9,10,
1,2,3,5,6,8,15,21,
1,2,3,4,7,8,9,14,
1,2,3,9,10,15,16,22,
1,2,3,6,7,10,13,18,
1,2,4,6,7,12,18,22,
1,3,4,7,9,12,14,31,
1,2,3,5,10,14,16,29,
1,2,4,7,9,11,15,28,
1,2,3,4,5,6,14,16,
1,2,3,6,7,10,16,17,
1,3,4,5,7,9,13,23,
1,2,3,4,5,8,13,26,
1,2,4,9,10,12,18,21,
1,2,3,4,9,10,18,31,
1,2,3,4,6,9,10,11,
1,2,3,4,5,6,8,12,
1,2,3,4,7,9,10,20,
1,3,4,5,7,13,18,21,
1,2,3,5,7,10,14,28,
1,2,3,4,7,8,9,12,
1,2,3,4,5,6,10,30,
1,2,3,5,8,13,16,34,
1,2,5,7,9,10,22,26,
1,2,3,6,7,8,9,21,
1,3,4,5,6,8,10,21,
1,2,3,4,5,7,11,12,
1,2,5,7,8,10,15,17,
1,2,3,4,5,8,10,24,
1,2,3,4,9,12,13,15,
1,2,4,5,6,7,19,30,
1,3,4,5,6,7,11,13,
1,2,5,6,9,10,19,21,
1,2,5,6,7,12,16,34,
1,3,4,5,11,13,16,17,
1,2,3,4,9,11,18,26,
1,2,5,6,7,9,12,19,
1,2,3,4,8,10,14,18,
1,2,3,4,5,6,8,12,
1,3,4,5,6,9,10,12,
1,3,5,6,7,9,10,16,
1,2,3,5,6,7,11,13,
1,2,3,4,5,7,11,13,
1,2,3,4,5,7,16,34,
1,2,3,4,6,9,12,20,
1,2,3,4,5,7,9,14,
1,2,3,4,5,7,10,32,
1,2,3,4,5,8,11,27,
1,2,3,6,7,10,13,16,
1,2,3,5,7,8,9,18,
1,2,4,5,6,8,10,18,
1,3,4,6,8,13,27,29,
1,2,3,4,6,11,12,20,
1,2,3,4,5,7,9,13,
1,2,3,4,5,7,9,10,
1,2,3,4,6,7,10,14,
1,2,3,4,5,6,7,8,
1,3,4,5,6,7,9,12,
1,2,3,4,5,7,8,15,
1,2,3,5,7,9,11,14,
1,2,3,5,8,9,11,13,
1,2,3,4,5,6,9,13,
1,2,3,5,7,9,11,17,
1,2,3,5,6,7,12,13,
1,3,5,6,7,9,10,14,
1,2,3,5,9,10,12,18,
1,2,3,6,7,8,10,13,
1,2,3,4,6,7,9,24,
1,3,4,5,6,9,15,16,
1,2,3,4,5,13,16,17,
1,2,3,4,6,7,11,16,
1,2,3,4,5,10,14,17,
1,2,3,4,5,7,11,13,
1,2,3,7,8,9,18,20,
1,2,4,5,6,7,8,11,
1,2,3,5,7,8,10,13,
1,2,3,4,5,11,13,15,
1,2,3,6,7,8,14,18,
1,2,3,5,7,10,16,41,
1,2,3,4,5,7,9,20,
1,2,3,4,5,8,11,16,
1,2,3,4,5,8,10,18,
1,2,4,5,6,7,11,19,
1,2,3,5,12,21,26,28,
1,2,3,4,7,11,15,25,
1,2,4,5,6,20,32,42,
1,3,4,6,7,10,11,14,
1,3,5,7,9,12,13,41,
1,2,3,4,5,7,8,17,
1,2,4,5,8,10,17,29,
1,2,3,4,5,9,11,19,
1,2,3,4,8,13,25,27,
1,2,3,4,5,7,8,26,
1,3,4,5,8,18,21,31,
1,3,4,5,6,8,9,12,
1,2,3,7,8,9,11,12,
1,2,3,4,5,11,21,26,
1,2,4,5,6,8,13,27,
1,2,3,4,6,7,15,17,
1,2,3,4,7,9,12,24,
1,2,4,7,11,17,18,32,
1,3,4,6,8,9,14,25,
1,3,5,7,9,15,21,22,
1,2,3,4,5,7,14,17,
1,2,3,5,6,7,11,18,
1,3,4,5,9,11,14,15,
1,2,3,4,5,6,10,34,
1,2,4,5,7,10,14,23,
1,2,4,6,7,9,16,20,
1,2,4,5,9,13,14,18,
1,2,3,4,9,15,35,42,
1,3,4,5,9,10,11,13,
1,3,4,7,8,11,14,34,
1,3,4,5,8,13,15,17,
1,2,3,5,6,7,16,17,
1,2,5,6,9,11,14,19,
1,2,4,5,7,16,26,42,
1,2,3,4,6,7,14,33,
1,2,3,4,5,6,10,30,
1,3,6,7,9,11,14,19,
1,2,4,5,6,7,13,16,
1,3,5,8,11,12,14,15,
1,2,3,6,7,8,9,13,
1,2,4,5,7,8,17,23,
1,2,3,4,8,13,21,24,
1,2,3,4,5,6,16,25,
1,2,3,4,7,8,9,13,
1,2,4,6,8,10,11,15,
1,2,4,6,7,8,9,21,
1,2,3,6,8,9,10,21,
1,2,3,4,5,7,15,19,
1,3,4,7,8,9,19,23,
1,2,3,4,8,9,11,17,
1,2,6,7,8,10,14,20,
1,3,5,6,10,11,20,25,
1,2,5,9,10,13,14,20,
1,2,6,9,11,12,14,15,
1,2,3,4,5,6,11,16,
1,2,3,4,5,6,12,22,
1,2,3,5,7,8,12,41,
1,2,3,4,8,10,19,29,
1,2,3,4,8,16,17,31,
1,2,4,6,7,10,12,14,
1,2,3,4,5,6,9,36,
1,2,3,4,5,6,12,27,
1,2,3,4,10,11,12,13,
1,2,3,4,5,12,13,15,
1,2,3,4,6,7,10,16,
1,2,3,5,6,10,14,37,
1,2,4,6,8,9,21,23,
1,2,3,4,7,8,11,17,
1,3,6,7,8,10,15,19,
1,3,4,6,7,8,10,14,
1,2,3,4,8,13,20,49,
1,2,3,4,6,7,10,20,
1,2,3,5,6,9,18,22,
1,2,3,5,6,9,11,13,
1,2,4,5,7,9,10,12,
1,2,3,7,8,9,10,13,
1,2,3,6,7,8,14,17,
1,3,4,5,7,15,19,38,
1,2,3,4,5,6,8,40,
1,2,3,11,12,15,20,40,
1,2,3,6,8,10,11,13,
1,2,3,4,5,6,7,35,
1,2,3,4,5,10,12,18,
1,3,4,7,8,13,21,28,
1,2,3,4,5,13,17,30,
1,3,4,5,6,7,8,15,
1,2,3,4,5,6,10,12,
1,3,4,6,9,10,11,34,
1,2,3,4,5,8,9,20,
1,2,3,6,15,16,17,29,
1,2,3,9,13,14,15,18,
1,2,3,8,9,10,35,38,
1,2,3,5,7,8,21,44,
1,2,3,5,6,8,11,13,
1,2,4,6,8,9,10,20,
1,3,4,5,7,12,16,32,
1,2,4,5,7,9,12,13,
1,2,3,7,8,10,12,13,
1,2,3,4,8,9,16,21,
1,2,3,5,6,10,15,24,
1,2,4,5,6,7,12,20,
1,2,3,7,10,12,13,39,
1,2,3,5,6,7,12,21,
1,2,3,4,5,6,12,14,
1,3,5,7,8,9,12,26,
1,3,4,5,11,13,31,36,
1,2,4,7,8,14,15,20,
1,2,3,4,6,14,18,19,
1,4,5,6,7,8,13,14,
1,2,4,6,9,10,11,15,
1,2,3,5,6,7,15,16,
1,3,4,9,10,14,17,31,
1,2,3,6,7,12,15,16,
1,2,3,4,6,10,11,15,
1,5,6,8,9,12,16,19,
1,2,4,7,8,11,15,16,
1,2,3,4,7,9,12,28,
1,2,4,5,6,7,11,16,
1,2,4,5,6,9,16,17,
1,2,3,4,8,9,17,22,
1,2,3,4,8,10,12,15,
1,2,3,4,8,10,14,17,
1,2,3,4,6,8,14,34,
1,2,3,4,5,7,9,25,
1,2,4,5,8,9,15,22,
1,4,6,7,10,12,26,30,
1,2,3,5,8,17,18,19,
1,2,3,5,9,11,12,13,
1,2,3,6,8,12,16,17,
1,2,3,5,6,9,12,19,
1,2,7,9,11,13,16,18,
1,2,3,4,6,8,10,17,
1,2,3,5,9,10,16,31,
1,2,3,4,7,9,10,20,
1,2,3,4,5,6,16,19,
1,2,3,4,5,6,13,14,
1,2,4,5,6,7,9,13,
1,2,3,4,5,9,11,15,
1,3,4,5,6,8,9,16,
1,2,3,4,9,10,13,22,
1,2,4,6,9,10,20,29,
1,2,3,4,5,8,23,38,
1,2,3,4,5,10,13,20,
1,2,3,4,5,6,7,17,
1,2,3,4,5,6,10,15,
1,2,3,5,9,10,14,18,
1,3,4,7,12,13,16,21,
1,2,3,5,6,7,9,41,
1,2,3,4,5,11,12,26,
1,2,3,4,5,6,12,15,
1,2,3,4,6,9,13,27,
1,2,4,5,7,13,18,21,
1,2,3,8,10,12,16,37,
1,2,3,5,6,9,10,12,
1,2,3,7,9,12,13,22,
1,3,4,5,6,8,23,32,
1,2,3,5,13,15,19,30,
1,3,7,9,11,13,17,28,
1,2,3,4,5,10,18,21,
1,2,3,4,8,10,11,24,
1,2,3,5,8,11,13,17,
1,2,3,4,5,6,9,14,
1,2,3,5,6,8,9,12,
1,2,3,4,6,11,13,14,
1,2,3,4,6,7,8,48,
1,2,4,6,7,9,11,17,
1,2,4,5,6,7,8,10,
1,2,3,4,5,7,19,20,
1,2,3,4,7,8,13,14,
1,2,4,5,6,8,11,20,
1,2,3,4,6,7,9,11,
1,2,3,4,5,8,11,22,
1,2,3,4,6,7,13,24,
1,2,4,5,9,15,18,19,
1,2,3,4,5,12,19,27,
1,2,3,4,6,7,8,14,
1,2,3,4,5,7,13,22,
1,2,3,4,5,7,11,23,
1,3,4,5,6,10,12,19,
1,2,3,4,5,8,9,10,
1,2,3,4,6,10,21,27,
1,2,3,4,6,7,13,18,
1,2,3,4,5,6,7,20,
1,2,3,5,8,16,17,30,
1,2,5,6,7,10,18,21,
1,2,3,4,6,7,9,15,
1,3,5,6,7,8,14,15,
1,2,3,4,6,9,11,22,
1,2,3,5,8,14,18,22,
1,2,3,8,14,17,20,28,
1,2,3,4,7,10,22,28,
1,2,3,4,5,10,11,17,
1,2,3,4,6,7,9,10,
