,file,1<=Pck.<,10<=Pck.<,100<=Pck.<,1000<=Pck.<,10000<=Pck.<,100000<=Pck.<,10^6<=Pck.<,10^7<=Pck.<,10^8<=Pck.
1872,201904090000.pcap.CONN.pcap.Mixed_rseed-2222.pcap.2001_DFD_FB13_3C7E_4F43_5E65_D8FA_6604.pcap,395,277,25,1,0,0,0,0,0
1886,201904090000.pcap.CONN.pcap.Mixed_rseed-2222.pcap.2001_DFD_FB13_3CC1_7F3B_AFBA_1E81_DD7C.pcap,117,121,7,2,0,0,0,0,0
1888,201904090000.pcap.CONN.pcap.Mixed_rseed-2222.pcap.2001_DFD_FB13_3CC1_AE64_A15B_8908_C4FF.pcap,369,229,27,1,0,0,0,0,0
1900,201904090000.pcap.CONN.pcap.Mixed_rseed-2222.pcap.2001_DFD_FB13_3D0F_149F_4117_AADF_1F9B.pcap,847,668,6,2,0,0,0,0,0
1905,201904090000.pcap.CONN.pcap.Mixed_rseed-2222.pcap.2001_DFD_FB13_3D0F_F0F7_149E_D936_2BA0.pcap,471,305,17,1,0,0,0,0,0
1906,201904090000.pcap.CONN.pcap.Mixed_rseed-2222.pcap.2001_DFD_FB13_3D1E_18FB_5649_1A81_F6B9.pcap,67,60,5,3,0,0,0,0,0
1907,201904090000.pcap.CONN.pcap.Mixed_rseed-2222.pcap.2001_DFD_FB13_3D1E_19DF_DFD1_EA11_3F6D.pcap,468,95,8,1,0,0,0,0,0
1911,201904090000.pcap.CONN.pcap.Mixed_rseed-2222.pcap.2001_DFD_FB13_3D1E_3917_1735_CD96_F05F.pcap,268,66,7,2,0,0,0,0,0
1917,201904090000.pcap.CONN.pcap.Mixed_rseed-2222.pcap.2001_DFD_FB13_3D1E_B953_D7C8_57D1_45A.pcap,1136,789,65,4,0,0,0,0,0
1950,201904090000.pcap.CONN.pcap.Mixed_rseed-2222.pcap.2001_DFD_FB13_3E60_661_A1C6_2A5C_A01A.pcap,768,211,14,1,0,0,0,0,0
1952,201904090000.pcap.CONN.pcap.Mixed_rseed-2222.pcap.2001_DFD_FB13_3E60_B0C6_4041_7C60_8E7C.pcap,307,50,1,1,0,0,0,0,0
1954,201904090000.pcap.CONN.pcap.Mixed_rseed-2222.pcap.2001_DFD_FB13_3E60_EFE7_C3C_3613_9C9E.pcap,404,247,30,0,0,0,0,0,0
1969,201904090000.pcap.CONN.pcap.Mixed_rseed-2222.pcap.2001_DFD_FB13_3EDE_D1F6_5B35_BD97_3642.pcap,163,293,22,2,0,0,0,0,0
1988,201904090000.pcap.CONN.pcap.Mixed_rseed-2222.pcap.2001_DFD_FB13_3EDF_F861_DF3E_E0DC_8B60.pcap,404,134,8,3,0,0,0,0,0
1998,201904090000.pcap.CONN.pcap.Mixed_rseed-2222.pcap.2001_DFD_FB13_3EF0_2ED5_CC80_C162_C162.pcap,367,119,0,1,0,0,0,0,0
